Applicant Name,Date Screened by Fiber Consultant ,State,Applicant Type,Address ,FCC Form 470 Number,Lit/Dark/Self,Estimated Special construction ,Odds,Num,Overview,Interactions with USAC 
SOUTHERN TIER LIBRARY SYSTEM,4/12/17,NY,Library System,"9424 SCOTT ROADPAINTED POST, STEUBEN, NY 14870",170073021,"Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included (1-25G)","$200,000.00",Likely,2,Leased Dark Fiber option to 2 libraries ,4/12-confirmed receipt 
WICHITA PUBLIC LIBRARY,12/29/16,KS,Library System ,"223 S MAIN STWICHITA, SEDGWICK, KS 67202-3715",170056774,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (300 mbps-1G), Transport Only-No ISP Service Included  (300 mbps-1G), Bundled (DIA) (300 mbps-1G), ISP (300 mbps -1G), Maintenance  ","$500,000.00",Likely,7,7 library WAN to connect to city hub/POP,12/23- did not bid Transport Only-No ISP Service Included  or equipment ; 12/29 refiled to correct filing
ATHENS COUNTY PUBLIC LIBRARIES,2/7/17,OH,Library System ,"95 W WASHINGTON STNELSONVILLE, ATHENS, OH 45764-1177",170064585,"Leased Dark Fiber, Leased Lit Fiber (200 mbps-10G), Category 1 Network, Bundled (5 mbps-1G), Transport Only-No ISP Service Included  (200 mbps-1G)","$75,000.00",Likely,3,3 location library WAN,2/7 Confirmed receipt
MIDLAND COUNTY LIBRARY SYSTEM,2/18/17,TX ,Library System ,"301 W MISSOURI AVEMIDLAND, MIDLAND, TX 79701-5108",170067108,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included (1-10G)","$120,000.00",Unlikely,2,2 libraries added to a municipal network ,2/18 - Did not bid leased dark fiber but mentinoed in the RFP.  Also wondered about municipal ineligible locations and asked about cost allocation. 2/21 Refiled correctly
GREAT PRAIRIE AEA,4/7/17,IA,School,"2814 N COURT STOTTUMWA, WAPELLO, IA 52501-1163",170080054,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10 mbps-1G), Transport Only-No ISP Service Included (10-100 mbps)","$100,000.00",Likely,,Hub to site WAN Connection ,4/7 - confirmed receipt 
Idaho Arts Charter School ,1/21/17,ID,School,"1220 5TH STREET N.NAMPA, CANYON, ID 83687",170061268,"Leased Dark Fiber, Leased Lit Fiber (500 mbps-1G), ISP (500 mbps-1G), Bundled (DIA) (500 mbps-1G), Category1 Network Equipment ","$75,000.00",Likely,2,2 location WAN,1/21-Confirmed receipt
Irvington Community School ,1/21/17,IN,School,"6705 E. JULIAN AVENUEINDIANAPOLIS, MARION, IN 46219",170061211,"Leased Dark Fiber, Leased Lit Fiber (1-10G)","$80,000.00",Likely,3,3 location WAN ,"1/21- Worried that this applicant did not understand difference between leased dark fiber and self provisioning.  Also, did not bid equipment "
FOXBOROUGH REGIONAL CHARTER SCHOOL,3/4/17,MA,School,"131 CENTRAL STREETFOXBORO, MA 02035-2458",170068665,"Leased Dark Fiber, Leased Lit Fiber (10 mbps-25G), Bundled (DIA) (10 mbps-25G)","$20,000.00",Unlikely,2,2 location WAN,3/4 applicant's spec appears to be self provisioning.  Wrote to clarify.
AMERICAN INTERNATIONAL ACADEMY,4/3/17,MI,School,"300 S. HENRY RUFFWESTLAND, WAYNE, MI 48186",170077881,"Leased Dark Fiber, Leased Lit Fiber (10G)","$50,000.00",Likely,2,2 locations ,4/3 suggested managed service over leased dark fiber be bid separately
LAKES INTERNATIONAL LANGUAGE ACADEMY,12/23/16,MN,School,"246 11TH AVE SEFOREST LAKE, WASHINGTON, MN 55025-1883",170056406,Fiber Maintenance and Operations ,$0.00,Likely,1,Hub to PoP connection ,12/23- confirmed receipt 
Educational Service Unit 17,2/12/17,NE,School,"207 N MAIN STAINSWORTH, BROWN, NE 69210",170050964,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G), Category1 Network equipment ","$50,000.00",Likely,2,2 location WAN ,2/12- Confirmed receipt 
Wellspring Elementary,4/13/17,NY,School,"9020 191ST STHOLLIS, NY 11423-2518",170081581,"Self Provisioning, Transport Only-NO ISP Service Included (50 mbps-25G), Leased Dark Fiber, Leased Lit Fiber (50 mbps-25G), Bundled (DIA) (50 mbps-25G), ISP (50 mbps-25G), Category1 Network Equipment ",$0.00,Unlikely,1,1 location ,4/13 Tried to reach applicant without success; No RFP; Does not seem like a serious application 
NEW YORK SCHOOL FOR THE DEAF,2/19/17,NY ,School,"555 KNOLLWOOD RDWHITE PLAINS, WESTCHESTER, NY 10603-1928",170066938,Self Provisioning ,"$25,000.00",Unlikely,2,2 buildings affiliated with same school on same campus,2/19 Wrote applicant to determine if this is category2.  It looks likely category 2 from the aerial photograph 
RUTH MURDOCH ELEMENTARY SCHOOL,2/13/17,MI,School ,"8885 GARLAND AVEBERRIEN SPRINGS, Berrien, MI 49104-8300",170065634,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G)","$70,000.00",Cancelled ,4,4 location complex of charter school,"2/13 - Filed for incorrect options, duplicate filing, did not mention equiment "
Andrews Academy,2/21/17,MI ,School ,"8833 Garland AvenueBERRIEN SPRGS, Michigan, MI 49104-8300",170067135,"Self Provisioning,Transport Only - No ISP Service Included (10-25G)","$70,000.00",Likely,4,4 location complex of charter school,"2/13 - Filed for incorrect options, duplicate filing, did not mention equiment 2/21-refiled with correct options"
DOTHAN CITY SCHOOL DISTRICT,3/23/17,AL,School District,"500 DUSY STDOTHAN, HOUSTON, AL 36303",170074380,Transport Only-No ISP Service Included  (1-5G),"$420,000.00",Likely ,21,21 location WAN ,3/23 bid incorrect options--provided some feedback on RFP.
CROSSETT SCHOOL DISTRICT,3/11/17,AR,School District,"219 MAIN STREETCROSSETT, ASHLEY, AR 71635",170071537,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1.5 mbps-10G), Transport Only-No ISP Service Included (1-10G), Category1 Network equipment; Dark Fiber Maintenance and Operations, Bundled (1.5 mbps-10G), ISP (200 mbps-10G)","$300,000.00",Likely,15,15 location WAN ,3/8 some annex faciltiies may be Category2.  Asked applicant to verify.  3/11-refiled removing the category 2 sites
SOUTHSIDE SCHOOL DISTRICT,4/4/17,AR,School District,"70 SCOTT DRBATESVILLE, INDEPENDENCE, AR 72501-9796",170078423,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G); Transport Only-No ISP Service Included (10-25G)","$100,000.00",Unlikely,2,2 location WAN,4/3 filed incorrect options.  Wrote with instructions to refile. 4/4 refiled correctly
DOVER PUBLIC SCHOOL DIST 17,3/3/17,AR,School District,"9371 SR 7NDOVER, POPE, AR 72837-0325",170069586,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber  (1-10G), Transport Only-No ISP Service Included (1-10G)","$50,000.00",Likely,3,3 Location WAN ,3/3 - Confirmed receipt.  Reminded about equipment.
MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOL DISTRICT,3/21/17,AR,School District,"424 ALMA AVEMULBERRY, CRAWFORD, AR 72947",170073674,Category 1 Network Equipment,$0.00,Likely,3,3 location WAN ,3/21-confirmed receipt 
LAKE HAMILTON SCHOOL DIST 5,3/17/17,AR,School District,"205 WOLF STREETPEARCY, GARLAND, AR 71964-9402",170072967,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10G), Transport Only-No ISP Service Included (10G), ","$200,000.00",Unlikely,5,5 facilities ,2/25 applicant mixed category1 and category2 and did not bid the correct options.  Wrote detailed e-mail 3/15-still filed incorrectly; 3/17 filed correctly.
MAGNOLIA PUBLIC SCHOOL DIST,4/5/17,AR,School District,"1400 HIGH SCHOOL DRMAGNOLIA, COLUMBIA, AR 71753",170068704,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network Equipment (1-10G), Fiber Maintenance and Oeprations","$300,000.00",Likely,5,5 location WAN ,4/5 confirmed receipt ; Recommended a refile because of an erronous excess strands paragraph in the RFP.
HORATIO PUBLIC SCHOOL DISTRICT,3/30/17,AR,School District,"204 Lawson LaneHORATIO, SEVIER, AR 71842-0435",170076860,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included  (1-25G)","$240,000.00",Unlikely,6,6 location WAN ,3/28 filed with incorrect options.  Wrote applicant to correct. 3/30 refiled with correct options
LAKE HAMILTON SCHOOL DIST 5,3/7/17,AR,School District,"205 WOLF STREETPEARCY, GARLAND, AR 71964-9402",170070285,Self Provisioning ,"$300,000.00",Unlikely ,7,7 Location WAN ,3/7 Filed for self provisioning only.  Wrote applicant with instructions to correct filing 
BENTONVILLE PUBLIC SCHOOLS ,3/11/17,AR,School District,"500 TIGER BLVDBENTONVILLE, BENTON, AR 72712",170071810,"Self Provisioning, Transport Only-No ISP Service Included (10-25G); Leased Dark Fiber; Leased Lit Fiber (10-25G)","$400,000.00",Likely,7,7 location WAN ,3/11-wrote a note about perscribing routes and considering route options
MARION SCHOOL DISTRICT,3/27/17,AR,School District,"200 MANOR STMARION, CRITTENDEN, AR 72364-1936",170075472,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included (1-25G)","$200,000.00",Unlikely,,8 location WAN,"3/25- bid wrong options; wants all 4 options (Self Provisioning, Leased Dark Fiber, Leased Lit Fiber, Transport Only-No ISP Service Included  3/27-Refiled correctly"
COTTER PUBLIC SCHOOL DISTRICT,3/18/17,AR,School District,"COTTER, BAXTER, AR 72626-0070",170073265,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included (10-25 G), Category 1 network equipment","$270,000.00",Likely,9,9 location WAN ,3/18-confirmed receipt 
Mena Public Schools ,2/22/17,AR,School District,"501 HICKORY AVENUEMENA, POLK, AR 71953",170067366,Other - Fiber Replacement ,"$25,000.00",Unlikely ,1,Fiber replacment between two locations ,2/22- instructed on correct options
FLORENCE UNIFIED SCHOOL DIST 1,11/17/16,AZ,School District,"1000 S Main StreetFLORENCE, PINAL, AZ 85132",170049649,"Self Provisioning, Leased Dark Fiber, Leased Lit fiber (1-25G)","$900,000.00",Likely,14,14 location WAN ,11/7/16- Met posting criteria.  4/5/17- needs waiver potentially but awarded leased lit fiber with no special construction
PARADISE EDUCATION CENTER DISTRICT,4/5/17,AZ,School District,"12775 N. 175TH AVESURPRISE, MARICOPA, AZ 85388",170079010,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G); Transport Only-No ISP Service Included (1-10G)","$100,000.00",Unlikely,2,2 location WAN,4/4- confirmed receipt; applicant bid incorrect options; 4/5 Refiled correctly
GRAND CANYON UNIF SCHOOL DIST,4/6/17,AZ,School District,"1 BOULDER STGRAND CANYON, COCONINO, AZ 86023",170079343,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (500 mbps-10G), Transport Only-No ISP Service Included (500 mbps-10G), Category1 Network Equipment; Fiber Maintenance and Operations ","$200,000.00",Likely,3,3 location WAN ,4/6 innaccurate lanauage and no list of facilities in RFP
SOMERTON SCHOOL DISTRICT 11,12/30/16,AZ,School District,"343 N CARLISLE AVENUESOMERTON, YUMA, AZ 85350",170057079,"Self provisioning, Transport Only-No ISP Included (1-10G), Leased Dark Fiber, Leased Lit Fiber (1-10G), ISP (1-5G), Category 1 Network Equipment, Fiber Maintenance and Operations ","$200,000.00",Likely,4,4 location WAN,12/30 confirmed receipt 
PAGE UNIF SCHOOL DISTRICT 8,1/19/17,AZ,School District,"500 SOUTH NAVAJO AVENUEPAGE, COCONINO, AZ 8604",170060642,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network Equipment, Fiber Maintenance and Operations ","$200,000.00",Likelly,4,4 location WAN ,1/19 confirmed receipt 
DOUGLAS UNIFIED SCHOOL DIST 27,2/7/17,AZ,School District,"1132 E 12TH STDOUGLAS, COCHISE, AZ 85607",170064662,"Self Provisioning, Leased Dark Fiber , Leased Lit Fiber (1-10G), Fiber Maintenance and Operations ","$200,000.00",Likely,4,4 location WAN ,2/7 - Need to post for Transport Only-No ISP Service Included.  4/5- Awarded leased lit fiber with no special construction
SNOWFLAKE UNIF SCHOOL DIST 5,2/23/17,AZ,School District,"682 SCHOOL BUS LANESNOWFLAKE, NAVAJO, AZ 85937",170067674,"Self Provisioning, Leased Lit Fiber (1-10G), Leased Dark Fiber ","$300,000.00",Unlikely,4,4 location WAN ,2/23- Need to bid Transport Only-No ISP Service Included or see the waiver.
DOUGLAS UNIFIED SCHOOL DIST 27,3/14/17,AZ,School District,"1132 E 12TH STDOUGLAS, COCHISE, AZ 85607",170072302,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber  (1-10G), Transport Only-No ISP Service Included (1-10G)","$150,000.00",Unlikely,4,4 location WAN ,"3/14-did not bid transport only-no ISP Service Included - corrected with an April 10, 2017 filing "
DOUGLAS UNIFIED SCHOOL DIST 27,4/10/17,AZ,School District,"1132 E 12TH STDOUGLAS, COCHISE, AZ 85607",170080768,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only - No ISP Service Included (1-10G), Fiber Maintenance and Operations","$200,000.00",Likely ,4,4 location WAN ,4/10-confirmed receipt; this was a refile based on the posting guidance for Transport Only-No ISP Service Included 
AGUA FRIA UNION H S DIST 216,4/7/17,AZ,School District,"1481 N. Eliseo Felix Jr. WayAVONDALE, MARICOPA, AZ 85323",170078982,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (2-25G), Transport Only-No ISP Service Included (2-25G), Category 1 Network Equipment ","$700,000.00",Likely,6,6 location WAN - all high schools,4/7 confirmed receipt 
LE GRAND UN ELEM SCHOOL DIST,3/15/17,CA,School District,"13071 EAST LE GRAND ROADLE GRAND, MERCED, CA 95333",170072169,"Self Provisioning, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category 1 Network Equipment","$75,000.00",Likely,2,2 location WAN ,3/15  confirmed receipt 
MERCED CO OFFICE OF EDUCATION,2/25/17,CA,School District,"632 W 13TH STMERCED, MERCED, CA 95341",170067058,"Leased Dark Fiber, Leased Lit Fiber (10G), Category1 network equipment ","$100,000.00",Likely,2,2 location WAN - Head Start Castle to Castle MPOE,2/25- confirmed receipt 
SANTA MARIA BONITA SCHOOL DISTRICT,2/16/17,CA,School District,"708 S MILLER STSANTA MARIA, SANTA BARBARA, CA 93454-6230",170066639,Transport Only-No ISP Service Included (10-25G),"$400,000.00",Unlikely,20,20 location WAN ,2/16-did not bid right mix of services on FCC Form 470 to award leased dark fiber 
VAL VERDE UNIFIED SCHOOL DIST,3/16/17,CA,School District,"975 W MORGAN STPERRIS, RIVERSIDE, CA 92571-3103",170072786,"Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included (1-25G), Category 1 Network equipment ","$780,000.00",Likely,26,26 location WAN ,3/16 confirmed receipt 
PASADENA UNIFIED SCHOOL DISTRICT,4/1/17,CA,School District,"351 S HUDSON AVEPASADENA, LOS ANGELES, CA 91109",170076993,"Leased Dark Fiber, Leased Lit Fiber  (1-25G), Transport Only-No ISP Service Included (1-25G), Category 1 Network Equipment ","$1,018,000.00",Likely,36,36 location WAN,4/1-confirmed receipt -- there is existing fiber to most sites.  Anticipate Special Construction figure will be less
FREMONT UNIF SCHOOL DISTRICT,3/31/17,CA,School District,"1900 POLK STSTEVENS POINT, PORTAGE, WI 54481-5875",170077496,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included  (10-25G)","$1,200,000.00",Unlikely,44,44 location WAN,3/31- RFP mentions self provisioning without bidding self provisioning 
LOS GATOS UNION ELEM SCH DIST,3/28/17,CA,School District,"17010 ROBERTS ROADLOS GATOS, SANTA CLARA, CA 95032-4210",170076219,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category 1 Network Equipment ","$240,000.00",Likely,6,6 location WAN ,3/27 - confirmed receipt ; suggested more open to alternative network designs; 3/28 refiled with more open langauge.
WHITTIER UNION HIGH SCH DIST,2/28/17,CA,School District,"9401 PAINTER AVEWHITTIER, LOS ANGELES, CA 90605-2729",170068453,"Leased Dark Fiber, Leased Lit Fiber (10-25G)","$140,000.00",Likely,7,7 Location WAN,2/24 applicant desires leased dark fiber bids -- needs to be refiled.  Asked about equipment also; 2/28 Refiled with correct options
SARATOGA UNION ELEM SCH DIST,3/27/17,CA,School District,"20460 FORREST HILLS DRSARATOGA, SANTA CLARA, CA 95070-6020",170076222,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category1 Network Equipment","$210,000.00",Likely,7,7 location WAN ,3/27 - confirmed receipt ; suggested more open to alternative network designs; 3/28 refiled with more open langauge.
TRINITY ALPS UNIFIED SCHOOL DISTRICT,3/30/17,CA,School District,"321 VICTORY LANEWEAVERVILLE, TRINITY, CA 96093",170076935,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included (1-10G), Category1 Network Equipment","$50,000.00",Unlikely,1,Bid for 1 WAN connection - hub to elementary school,3/25- bid wrong options; aggregated equipment; 3/30-refiled correctly 
SUMMIT SCHOOL DISTRICT R E 1,3/21/17,CO,School District,"0150 SCHOOL RD PO BOX 7FRISCO, SUMMIT, CO 80443-0004",170073666,"Leased Dark Fiber, Leased Lit Fiber (500 mbps-1G)","$400,000.00",Likely,11,11 location WAN ,3/21-confirmed receipt 
CLEAR CREEK SCHOOL DIST R E 1,2/17/17,CO,School District,"320 HIGHWAY 103, P. O. BOX 3399IDAHO SPRINGS, CLEAR CREEK, CO 80452",170065990,Transport  (1-10G),"$60,000.00",Likely ,3,3 location WAN ,2/17 - Bid wrong options; stated a preference in the RFP
EAST GRAND SCHOOL DISTRICT 2,3/22/17,CO,School District,"299 COUNTY RD 611GRANBY, GRAND, CO 80446",170073981,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Dark Fiber Maintenance ","$100,000.00",Likely,2,Adding 2 schools to an existing WAN ,3/22- confirmed receipt 
WOODLAND PARK SCHOOL DIST RE 2,3/1/17,CO,School District,"155 PANTHER WAYWOODLAND PARK, TELLER, CO 80863",170067458,"Leased Dark Fiber, Leased Lit fiber (10G), Transport Only-No ISP Service Included (500 mbps-1G)","$100,000.00",Likely,5,From Hub to PoP on ISP network ,"3/1 - asked about strand count, term and equipment "
