line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
94477,902262,WESTERN BOONE CO COM SCH DIST,130212,641,"ENA Services, LLC",Fiber,IN,Fiber,3,600.0,1761,Fiber,76800.0,2756306-1
94524,901978,CARROLL CONSOLIDATED SCH CORP,130475,411,"ENA Services, LLC",Fiber,IN,Fiber,1,500.0,1124,Fiber,96000.0,2737013-1
94535,901976,CARMEL CLAY SCHOOLS,130187,1585,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,18,500.0,15724,Fiber,10816.32,2742848-3
94536,901976,CARMEL CLAY SCHOOLS,130187,1585,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,18,250.0,15724,Fiber,9271.14,2742848-4
94537,901976,CARMEL CLAY SCHOOLS,130187,1585,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,18,2500.0,15724,Fiber,47901.0,2742848-1
94538,901976,CARMEL CLAY SCHOOLS,130187,1585,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,18,150.0,15724,Fiber,7725.972,2742848-2
94601,902012,ZIONSVILLE COMMUNITY SCHOOLS,130218,319,"TW Telecom Holdings, Inc.",Other / Uncategorized,IN,Fiber,1,250.0,5924,Fiber,42455.64,2719315-1
94635,902082,M S D LAWRENCE TOWNSHIP,130282,8911,"Zayo Group, LLC",Fiber,IN,Fiber,1,1000.0,15118,Fiber,21600.0,2756846-1
94675,902023,EASTERN HANCOCK CO COM SCH CORP,130224,321,Hancock Rural Telephone Corporation,Fixed Wireless,IN,Fiber,6,50.0,1112,Fiber,12600.0,2762999-1
94801,903554,KINGMAN - NORWICH,137873,496,Twotrees Technologies,Fiber,KS,Fiber,4,100.0,1051,Fiber,43200.0,2722965-1
94910,903502,GARDEN CITY,138168,4962,"IdeaTek Systems, Inc.",Other / Uncategorized,KS,Fiber,21,1000.0,7680,Fiber,36000.0,2722573-1
95034,903674,ULYSSES,138201,1125,"The Pioneer Telephone Association, Inc.",Fiber,KS,Fiber,9,50.0,1757,Fiber,16407.0,2734239-1
95098,903486,ELL-SALINE,137957,223,"Wilson Telephone Company, Inc.",Fiber,KS,Fiber,3,100.0,499,Fiber,4040.4,2719166-1
95211,903423,BALDWIN CITY,137543,491,"KanREN, Inc.",Fiber,KS,Fiber,5,150.0,1418,Fiber,39906.0,2762488-1
95351,904483,JEFFERSON COUNTY,128769,59504,"BellSouth Telecommunications, LLC",Fiber,KY,Fiber,163,100.0,100316,Fiber,7692.0,2747388-2
95352,904483,JEFFERSON COUNTY,128769,59504,"BellSouth Telecommunications, LLC",Fiber,KY,Fiber,163,1000.0,100316,Fiber,21420.0,2747388-1
95415,904566,WALTON VERONA INDEPENDENT,128884,540,Time Warner Cable,Other / Uncategorized,KY,Fiber,3,500.0,1556,Fiber,29400.0,2726207-1
95459,904537,PERRY COUNTY,128933,3011,"Thacker-Grigsby Telephone Co., Inc.",Fiber,KY,Fiber,12,1000.0,4272,Fiber,15200.0,2747424-1
95522,904469,GREENUP COUNTY,128897,1654,"Windstream Communications, Inc.",Other / Uncategorized,KY,Fiber,10,1000.0,2993,Fiber,21600.0,2751531-1
95576,904483,JEFFERSON COUNTY,128769,59504,"Windstream Communications, Inc.",Other / Uncategorized,KY,Fiber,163,1000.0,100316,Fiber,9882.36,2726874-1
95643,904431,CLAY COUNTY,128845,2092,"Time Warner Cable Information Services (Kentucky), LLC",Fiber,KY,Fiber,12,1000.0,3448,Fiber,9396.9,2753631-1
96104,904407,BOONE CO,128872,6728,Cincinnati Bell Telephone LLC (KY),Fiber,KY,Fiber,23,1000.0,19827,Fiber,8347.826086956522,2728815-1
96445,909721,EAST CARROLL PARISH,139317,1059,"BellSouth Telecommunications, LLC",Fiber,LA,Fiber,4,500.0,1150,Fiber,21240.0,2740957-2
96445,909721,EAST CARROLL PARISH,139317,1059,"BellSouth Telecommunications, LLC",Fiber,LA,Fiber,4,500.0,1150,Fiber,21240.0,2740957-2
96447,909721,EAST CARROLL PARISH,139317,1059,AT&T Corp.,Fiber,LA,Fiber,4,1000.0,1150,Fiber,85914.0,2740968-1
96531,909765,VERMILION PARISH,139250,5329,Detel Wireless,Fiber,LA,Fiber,23,10000.0,9468,Fiber,275988.0,2725527-1
96968,911361,WORCESTER,120307,18082,Merrimack Education Center,Fiber,MA,Fiber,111,1000.0,24740,Fiber,139862.2,2751292-1
97000,911174,MARSHFIELD,120496,636,Comcast Business Communications,Fiber,MA,Fiber,9,50.0,4483,Fiber,1428.7,2746674-1
97015,911102,FRANKLIN,120488,513,CELT- Center for Educational Leadership & Technology,Fiber,MA,Cable / DSL,2,20.0,5868,Fiber,5832.0,2746556-1
97015,911102,FRANKLIN,120488,513,CELT- Center for Educational Leadership & Technology,Fiber,MA,Cable / DSL,2,20.0,5868,Fiber,5832.0,2746556-1
97038,911174,MARSHFIELD,120496,636,Verizon Online LLC,Fiber,MA,Fiber,9,150.0,4483,Fiber,2759.88,2746673-2
97039,911174,MARSHFIELD,120496,636,Verizon Online LLC,Fiber,MA,Fiber,9,300.0,4483,Fiber,4799.88,2746673-1
97130,911331,WAYLAND,120361,179,Verizon Online LLC,Fiber,MA,Fiber,13,50.0,2717,Fiber,2939.88,2766670-2
97131,911331,WAYLAND,120361,179,Verizon Online LLC,Fiber,MA,Fiber,13,150.0,2717,Fiber,3119.88,2766670-1
97145,911051,CAMBRIDGE,120535,2801,"Level 3 Communications, LLC",Fiber,MA,Fiber,16,500.0,6222,Fiber,47184.72,2759294-1
97180,911283,SHREWSBURY,120276,909,Town of Shrewsbury,Fiber,MA,Fiber,10,1000.0,6009,Fiber,6300.0,2730497-1
97208,911227,NORTH BROOKFIELD,120270,225,Charter Communications,Fiber,MA,Fiber,2,50.0,581,Fiber,11520.0,2720506-1
97216,911283,SHREWSBURY,120276,909,Town of Shrewsbury,Fiber,MA,Fiber,10,3000.0,6009,Other / Uncategorized,21834.0,2730020-1
97221,911213,NEW BEDFORD,120732,9258,Merrimack Education Center,Fiber,MA,Fiber,25,300.0,12616,Fiber,57600.0,2734269-1
97291,911213,NEW BEDFORD,120732,9258,Merrimack Education Center,Fiber,MA,Fiber,25,100.0,12616,Fiber,18207.0,2734464-2
97292,911213,NEW BEDFORD,120732,9258,Merrimack Education Center,Fiber,MA,Fiber,25,1000.0,12616,Fiber,31104.0,2734464-1
97298,911069,DANVERS,120430,733,Merrimack Education Center,Fiber,MA,Fiber,2,200.0,3593,Fiber,34344.0,2755957-1
97309,915448,CAROLINE COUNTY PUBLIC SCHOOLS,126407,3214,Comissioners of Caroline County Office of Technologies,Fixed Wireless,MD,Fiber,16,1000.0,5585,Fiber,30625.56,2751048-1
97309,915448,CAROLINE COUNTY PUBLIC SCHOOLS,126407,3214,Comissioners of Caroline County Office of Technologies,Fixed Wireless,MD,Fiber,16,1000.0,5585,Fiber,30625.56,2751048-1
97334,915463,SOMERSET COUNTY PUBLIC SCHOOLS,126418,1688,State of Maryland,Fiber,MD,Fiber,3,400.0,2943,Fiber,41720.0,2755240-1
97353,915452,DORCHESTER COUNTY PUBLIC SCHOOLS,126400,2920,Bay Country Communications Inc,Fiber,MD,Fiber,14,1000.0,4718,Fiber,15667.08,2723651-1
97407,915458,KENT COUNTY PUBLIC SCHOOLS,126405,1104,Kent County Commissioners,Fiber,MD,Fiber,9,200.0,2130,Fiber,6874.995,2722279-1
98835,919946,RIVER ROUGE SCHOOL DISTRICT OF THE CITY OF,130952,916,Michigan Bell Telephone Company,Fiber,MI,Fiber,9,1000.0,1239,Fiber,44400.0,2725889-1
99922,919681,GALESBURG-AUGUSTA COMMUNITY SCHOOLS,131334,615,Climax Telephone Company,Fiber,MI,Fiber,3,250.0,1128,Fiber,22200.0,2719572-1
100454,922669,LYND PUBLIC SCHOOL DISTRICT,133836,82,Verizon Wireless (Cellco Partnership),Other / Uncategorized,MN,Fiber,7,34.0,165,Other / Uncategorized,720.0,2740495-1
100774,922755,ROSEVILLE PUBLIC SCHOOL DISTRICT,133567,3144,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,13,300.0,7182,Fiber,46680.0,2764503-1
100891,922741,PROCTOR PUBLIC SCHOOL DISTRICT,133700,523,Northeast Service Cooperative,Fiber,MN,Fiber,1,100.0,1739,Fiber,50400.0,2761377-1
100903,922692,MONTICELLO PUBLIC SCHOOL DISTRICT,133611,1168,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,2,1000.0,4071,Fiber,59820.0,2757802-1
100946,924468,PATTONVILLE R-III,136891,2553,"Windstream Communications, Inc.",Other / Uncategorized,MO,Fiber,12,500.0,5751,Fiber,27900.0,2728427-1
100972,924618,WARSAW R-IX,137396,913,CenturyLink United Telephone Co-So Central Kansas FKA Embarq,Fiber,MO,Fiber,47,100.0,1359,Fiber,15294.0,2747822-1
101087,924468,PATTONVILLE R-III,136891,2553,"Windstream Communications, Inc.",Other / Uncategorized,MO,Fiber,12,250.0,5751,Fiber,19992.0,2728436-1
101490,924178,CROCKER R-II,137402,284,"Windstream Communications, Inc.",Other / Uncategorized,MO,Fiber,1,100.0,546,Fiber,31284.0,2726205-1
101649,924134,CAMDENTON R-III,137307,2256,"Sho-Me Technologies, LLC",Fiber,MO,Fiber,44,100.0,4308,Fiber,11719.92,2718829-1
101669,924134,CAMDENTON R-III,137307,2256,Southwestern Bell Telephone Company,Fiber,MO,Fiber,44,6.0,4308,Cable / DSL,900.0,2718834-1
101849,924134,CAMDENTON R-III,137307,2256,"Charter Fiberlink - Missouri, LLC",Fiber,MO,Fiber,44,100.0,4308,Fiber,6852.0,2718808-1
102260,926644,LONG BEACH SCHOOL DIST,128703,1550,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,6,10.0,2956,Fiber,5346.0,2747576-2
102261,926644,LONG BEACH SCHOOL DIST,128703,1550,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,6,100.0,2956,Fiber,11100.0,2747576-1
102268,926640,LEE COUNTY SCHOOL DISTRICT,128572,4416,"Telepak Networks, Inc.",Fiber,MS,Fiber,12,300.0,7177,Fiber,54000.0,2741969-1
102427,926633,KOSCIUSKO SCHOOL DISTRICT,128625,1612,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,8,1000.0,2367,Fiber,11700.0,2739646-1
102428,926633,KOSCIUSKO SCHOOL DISTRICT,128625,1612,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,8,100.0,2367,Fiber,8700.0,2739646-2
102449,926656,MOSS POINT SEPARATE SCHOOL DIST,128705,2120,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,5,1000.0,2336,Fiber,9000.0,2759643-1
102521,926557,BENTON CO SCHOOL DIST,128530,1154,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,6,1000.0,1262,Fiber,30578.4,2764261-1
102528,926579,COLUMBIA SCHOOL DISTRICT,128673,1404,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,1826,Fiber,55800.0,2722157-1
102562,926579,COLUMBIA SCHOOL DISTRICT,128673,1404,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,1826,Fiber,55800.0,2722119-1
102569,926579,COLUMBIA SCHOOL DISTRICT,128673,1404,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,1826,Fiber,9850.0,2722122-1
102623,926557,BENTON CO SCHOOL DIST,128530,1154,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,1262,Fiber,40452.0,2764240-1
102785,928875,DAWSON H S,134877,364,"Mid-Rivers Telephone Cooperative, Inc. (CLEC)",Fixed Wireless,MT,Fiber,5,100.0,319,Fiber,5016.0,2745526-1
102818,928875,DAWSON H S,134877,364,"Mid-Rivers Telephone Cooperative, Inc. (CLEC)",Fixed Wireless,MT,Fiber,5,100.0,319,Fiber,7200.0,2745500-1
102819,928771,ARLEE H S,135114,342,"Blackfoot Telephone Cooperative, Inc.",Fiber,MT,Fiber,3,50.0,467,Fiber,24039.48,2746586-1
102912,928750,DUTTON/BRADY K-12 SCHOOLS,134936,90,"Softworx, Inc",Fixed Wireless,MT,Cable / DSL,3,10.0,166,Fixed Wireless,8100.0,2742417-1
102988,928886,DILLON ELEM,135072,291,"Bresnan Communications, LLC",Fiber,MT,Fiber,1,70.0,680,Fiber,20400.0,2746891-1
102995,928750,DUTTON/BRADY K-12 SCHOOLS,134936,90,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,MT,Cable / DSL,3,16.0,166,Cable / DSL,959.4,2742374-1
103031,928973,HELLGATE ELEM,135110,616,"Blackfoot Communications, Inc.",Fixed Wireless,MT,Fiber,1,50.0,1351,Fiber,27000.0,2726084-1
103046,928952,GREAT FALLS H S,134909,4645,"Bresnan Communications, LLC",Fiber,MT,Fiber,21,100.0,7171,Fiber,4673.64,2724528-1
103175,929047,MONFORTON ELEM,135060,81,Montana Opticom LLC,Fiber,MT,Fiber,1,50.0,297,Fiber,6300.0,2725418-1
103213,928783,BEAVERHEAD COUNTY H S,135071,57,"Bresnan Communications, LLC",Fiber,MT,Fiber,1,100.0,355,Fiber,15600.0,2738634-1
103332,928874,DAVEY ELEM,134982,3,"Triangle Telephone Cooperative Association, Inc.",Fiber,MT,Cable / DSL,1,3.0,15,Cable / DSL,468.0,2735789-1
103332,928874,DAVEY ELEM,134982,3,"Triangle Telephone Cooperative Association, Inc.",Fiber,MT,Cable / DSL,1,3.0,15,Cable / DSL,468.0,2735789-1
103363,929176,WEST YELLOWSTONE K-12,135099,104,"Fretel Communications, LLC",Fiber,MT,Fiber,1,20.0,228,Fiber,12000.0,2767334-1
103470,929054,NOXON H S,16033377,179,"Triangle Telephone Cooperative Association, Inc.",Fiber,MT,Fiber,5,100.0,112,Fiber,2388.0,2739330-1
103472,929054,NOXON H S,16033377,179,"Triangle Telephone Cooperative Association, Inc.",Fiber,MT,Fiber,5,100.0,112,Fiber,2388.0,2739336-1
104024,935904,ANSELMO-MERNA PUBLIC SCHOOLS,138802,86,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,231,Fiber,20628.6,2744817-1
104061,936161,RALSTON PUBLIC SCHOOLS,138315,1626,"Unite Private Networks, LLC",Fiber,NE,Fiber,20,1000.0,3135,Fiber,22459.56,2723613-1
104120,936018,ANSLEY PUBLIC SCHOOLS,138728,66,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,165,Fiber,26241.72,2722456-1
104137,936208,YORK PUBLIC SCHOOLS,138455,530,"Unite Private Networks, LLC",Fiber,NE,Fiber,13,1000.0,1299,Fiber,21817.8,2727473-1
104146,935962,HEARTLAND COMMUNITY SCHOOLS,197057,76,"Unite Private Networks, LLC",Fiber,NE,Fiber,11,1000.0,319,Fiber,21817.8,2724320-1
104203,935952,CENTENNIAL PUBLIC SCHOOLS,138442,181,"Unite Private Networks, LLC",Fiber,NE,Fiber,13,1000.0,457,Fiber,22459.56,2722669-1
104228,935948,FRIEND PUBLIC SCHOOLS,138378,78,"Unite Private Networks, LLC",Fiber,NE,Fiber,11,1000.0,283,Fiber,21817.8,2724313-1
104258,936021,ARCADIA PUBLIC SCHOOLS,138729,59,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,116,Fiber,25931.64,2722744-1
104404,935899,DAVID CITY PUBLIC SCHOOLS,138504,338,"Windstream Communications, Inc.",Other / Uncategorized,NE,Fiber,11,10.0,682,Fiber,5400.0,2730229-1
104425,936036,BLOOMFIELD COMMUNITY SCHOOLS,138595,81,"Great Plains Communications, Inc.",Fiber,NE,,10,100.0,244,Other / Uncategorized,28512.0,2718349-1
104427,935917,ASHLAND-GREENWOOD PUBLIC SCHS,138217,291,"Windstream Communications, Inc.",Other / Uncategorized,NE,Fiber,10,100.0,854,Fiber,9600.0,2719477-1
104427,935917,ASHLAND-GREENWOOD PUBLIC SCHS,138217,291,"Windstream Communications, Inc.",Other / Uncategorized,NE,Fiber,10,100.0,854,Fiber,9600.0,2719477-1
104489,936023,ARLINGTON PUBLIC SCHOOLS,138215,107,"Unite Private Networks, LLC",Fiber,NE,Fiber,11,1000.0,553,Fiber,22459.56,2720697-1
104508,936148,OVERTON PUBLIC SCHOOLS,138814,172,"Charter Fiberlink - Nebraska, LLC",Fiber,NE,Fiber,11,300.0,322,Fiber,5983.2,2718490-1
104524,936075,GOTHENBURG PUBLIC SCHOOLS,138999,279,"Charter Fiberlink - Nebraska, LLC",Fiber,NE,Fiber,11,200.0,927,Fiber,6600.0,2722020-1
104563,936014,AINSWORTH COMMUNITY SCHOOLS,139079,249,"CenturyLink Qwest Communications Company, LLC",Fiber,NE,Fiber,11,80.0,498,Fiber,21840.0,2728772-1
104568,935899,DAVID CITY PUBLIC SCHOOLS,138504,338,"Windstream Communications, Inc.",Other / Uncategorized,NE,Fiber,11,100.0,682,Fiber,10272.0,2730203-1
104633,935972,CROSS COUNTY COMMUNITY SCHOOLS,138557,139,Nebraska Link LLC,Fiber,NE,Fiber,10,100.0,369,Fiber,21420.0,2739108-1
104675,935937,ALMA PUBLIC SCHOOLS,138853,121,"Charter Fiberlink - Nebraska, LLC",Fiber,NE,Fiber,319,200.0,283,Fiber,6600.0,2731115-1
104693,935901,LAUREL-CONCORD PUBLIC SCHOOLS,138621,140,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,350,Fiber,22644.0,2721613-1
104695,935901,LAUREL-CONCORD PUBLIC SCHOOLS,138621,140,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,350,Fiber,41520.0,2721628-1
104720,936065,ELM CREEK PUBLIC SCHOOLS,138766,112,"Charter Fiberlink - Nebraska, LLC",Fiber,NE,Fiber,11,200.0,319,Fiber,5893.2,2732218-1
104720,936065,ELM CREEK PUBLIC SCHOOLS,138766,112,"Charter Fiberlink - Nebraska, LLC",Fiber,NE,Fiber,11,200.0,319,Fiber,5893.2,2732218-1
104791,937632,NEWFOUND AREA SCHOOL DISTRICT,120948,462,"Comcast Cable Communications, LLC",Cable / DSL,NH,Fiber,4,22.0,1286,Cable / DSL,1558.8,2726806-1
104834,937632,NEWFOUND AREA SCHOOL DISTRICT,120948,462,Northern New England Telephone Operations LLC,Fiber,NH,Fiber,4,100.0,1286,Fiber,28554.0,2726832-1
104835,937632,NEWFOUND AREA SCHOOL DISTRICT,120948,462,MetroCast Cablevision of New Hampshire,Fiber,NH,Fiber,4,110.0,1286,Cable / DSL,7176.0,2726811-1
104882,937692,WILTON-LYNDEBORO SCHOOL DISTRICT,120925,166,Comcast Business Communications,Fiber,NH,Cable / DSL,2,75.0,679,Cable / DSL,2220.0,2743164-2
104883,937692,WILTON-LYNDEBORO SCHOOL DISTRICT,120925,166,Comcast Business Communications,Fiber,NH,Cable / DSL,2,100.0,679,Cable / DSL,2220.0,2743164-1
106436,942930,LOVING MUNICIPAL SCHOOLS,143358,633,"Windstream Communications, Inc.",Other / Uncategorized,NM,Fiber,1,100.0,648,Fiber,40680.0,2728547-1
106527,942880,CARLSBAD MUNICIPAL SCHOOLS,143347,3828,TDS Baja Broadband LLC,Fiber,NM,Fiber,19,150.0,6280,Fiber,12488.4,2742391-1
106717,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,"CenturyLink Qwest Communications Company, LLC",Fiber,NM,Fiber,19,1000.0,8399,Fiber,4680.0,2763970-2
106718,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,"CenturyLink Qwest Communications Company, LLC",Fiber,NM,Fiber,19,200.0,8399,Other / Uncategorized,64891.8,2763970-1
106718,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,"CenturyLink Qwest Communications Company, LLC",Fiber,NM,Fiber,19,200.0,8399,Other / Uncategorized,64891.8,2763970-1
106723,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,CenturyLink Qwest Corporation,Fiber,NM,Fiber,19,1000.0,8399,Fiber,82200.0,2763966-1
106724,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,CenturyLink Qwest Corporation,Fiber,NM,Fiber,19,600.0,8399,Fiber,53340.0,2763966-3
106725,942928,LOS LUNAS PUBLIC SCHOOLS,143243,6680,CenturyLink Qwest Corporation,Fiber,NM,Fiber,19,100.0,8399,Fiber,18000.0,2763966-2
106767,943393,LINCOLN COUNTY SCHOOL DISTRICT,143396,392,"Lincoln County Telephone Sys, Inc.",Fiber,NV,Fiber,7,50.0,977,Fiber,68590.8,2740261-1
106774,943386,ELKO COUNTY SCHOOL DISTRICT,143437,3432,CenturyLink CenturyTel of the Gem State (Nevada),Other / Uncategorized,NV,Fiber,30,100.0,9843,Fiber,30000.0,2733621-1
107069,943386,ELKO COUNTY SCHOOL DISTRICT,143437,3432,Filer Mutual Telephone Company,Fiber,NV,Fiber,30,100.0,9843,Fiber,7800.0,2732061-1
107089,943385,DOUGLAS COUNTY SCHOOL DISTRICT,143422,2217,Charter Communications,Fiber,NV,Fiber,15,60.0,6141,Cable / DSL,660.0,2724964-1
107089,943385,DOUGLAS COUNTY SCHOOL DISTRICT,143422,2217,Charter Communications,Fiber,NV,Fiber,15,60.0,6141,Cable / DSL,660.0,2724964-1
107097,943385,DOUGLAS COUNTY SCHOOL DISTRICT,143422,2217,Charter Communications,Fiber,NV,Fiber,15,200.0,6141,Fiber,34068.0,2724956-1
107099,943402,STOREY COUNTY SCHOOL DISTRICT,143423,16,AT&T Corp.,Fiber,NV,Cable / DSL,14,1.5,416,Copper,2939.5714285714284,2731153-1
107154,943385,DOUGLAS COUNTY SCHOOL DISTRICT,143422,2217,"Charter Fiberlink NV-CCVII, LLC",Fiber,NV,Fiber,15,500.0,6141,Fiber,19829.46,2724973-1
107155,943385,DOUGLAS COUNTY SCHOOL DISTRICT,143422,2217,"Charter Fiberlink NV-CCVII, LLC",Fiber,NV,Fiber,15,70.0,6141,Fiber,7104.0,2724973-2
107158,943394,LYON COUNTY SCHOOL DISTRICT,143426,4045,High Desert Internet Services,Fixed Wireless,NV,Fiber,28,200.0,8075,Fixed Wireless,19090.909090909092,2720820-1
107158,943394,LYON COUNTY SCHOOL DISTRICT,143426,4045,High Desert Internet Services,Fixed Wireless,NV,Fiber,28,200.0,8075,Fixed Wireless,19090.909090909092,2720820-1
107177,943386,ELKO COUNTY SCHOOL DISTRICT,143437,3432,"Beehive Telephone Co., Inc. - NV",Fiber,NV,Fiber,30,100.0,9843,Fiber,7800.0,2731985-1
107177,943386,ELKO COUNTY SCHOOL DISTRICT,143437,3432,"Beehive Telephone Co., Inc. - NV",Fiber,NV,Fiber,30,100.0,9843,Fiber,7800.0,2731985-1
107495,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Fiber Technologies Networks, L.L.C.",Fiber,NY,Fiber,7,1000.0,595,Fiber,56014.2,2750250-1
107566,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,7,7.0,595,Cable / DSL,1283.4,2750295-1
107866,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Fiber Technologies Networks, L.L.C.",Fiber,NY,Fiber,7,1000.0,595,Fiber,71415.0,2750243-1
107908,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,7,10.0,595,Fiber,7843.08,2723076-1
107943,946273,CANDOR CENTRAL SCHOOL DISTRICT,124694,368,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,3,50.0,786,Cable / DSL,4019.88,2752101-1
108322,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,7,1000.0,595,Fiber,10702.8,2723095-1
108329,946273,CANDOR CENTRAL SCHOOL DISTRICT,124694,368,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,3,50.0,786,Cable / DSL,4019.88,2752091-1
108756,945875,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,124968,300,"Time Warner Cable Information Services (New York), LLC",Fiber,NY,Fiber,7,200.0,595,Fiber,7500.0,2736560-1
109758,950138,AURORA CITY,129521,274,Stark Portage Area Computer Consortium,Fiber,OH,Fiber,7,1000.0,2936,Fiber,79695.0,2738301-1
109953,951157,BUTNER,140347,172,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,2,50.0,216,Fiber,17268.0,2733692-1
109954,951157,BUTNER,140347,172,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,2,100.0,216,Fiber,27600.0,2733692-2
109956,951109,BEAVER,140008,186,OneNet (Oklahoma State Regents),Fiber,OK,Cable / DSL,4,50.0,348,Other / Uncategorized,23376.0,2739899-1
110220,951286,ENID,139947,5610,"Unite Private Networks, LLC",Fiber,OK,Fiber,46,10000.0,7548,Fiber,21540.0,2755097-1
111321,951636,RAVIA,139864,76,AT&T Corp.,Fiber,OK,Copper,4,1.5,79,Copper,7925.01,2745929-1
111389,951286,ENID,139947,5610,Southwestern Bell Telephone Company,Fiber,OK,Fiber,46,100.0,7548,Fiber,19773.91304347826,2755080-1
112169,951803,WETUMKA,140383,356,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,7,20.0,490,Fiber,13212.0,2725830-1
112201,951739,TUPELO,140262,189,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,2,100.0,265,Fiber,28668.0,2722628-2
112202,951739,TUPELO,140262,189,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,2,45.0,265,Fiber,37020.0,2722628-1
112247,951063,ACHILLE,140292,215,OneNet (Oklahoma State Regents),Fiber,OK,Copper,6,9.0,308,Copper,6168.0,2741064-1
112333,951066,ADAIR,140127,548,OneNet (Oklahoma State Regents),Fiber,OK,Cable / DSL,2,100.0,1028,Fixed Wireless,28668.0,2739568-1
112425,951797,WELEETKA,140380,319,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,6,80.0,414,Fiber,14400.0,2741038-1
112490,951286,ENID,139947,5610,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,46,1000.0,7548,Fiber,43068.0,2755149-1
112839,951788,WAURIKA,139918,283,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,4,30.0,418,Fiber,19212.0,2755526-1
112840,951788,WAURIKA,139918,283,OneNet (Oklahoma State Regents),Fiber,OK,Fiber,4,50.0,418,Fiber,20436.0,2755526-2
113017,951825,WYANDOTTE,140159,526,"Northeast Rural Services, Inc.",Fiber,OK,Fiber,2,1000.0,815,Fiber,213960.0,2737438-1
113023,951782,WASHINGTON,139819,257,"Windstream Communications, Inc.",Other / Uncategorized,OK,Insufficient data,2,250.0,956,Fiber,0,2739232-2
113024,951782,WASHINGTON,139819,257,"Windstream Communications, Inc.",Other / Uncategorized,OK,Insufficient data,2,50.0,956,Fiber,0,2739232-1
113063,951722,TANNEHILL,140227,137,OneNet (Oklahoma State Regents),Fiber,OK,Fixed Wireless,1,20.0,182,Fixed Wireless,16296.0,2735336-1
