"esh_id","name","city","postal_cd","district_size","locale","num_students","discount_rate_c2","outreach_status__c","c2_consultants","c1_consultants"
883250,"Owens Elementary Sch Dist 6","WIKIEUP","AZ","Tiny","Rural",23,0.85,"Upgrade Project",NA,"Yavapai County Educational Service Agency"
883252,"Tonto Basin Elem Sch Dist 33","TONTO BASIN","AZ","Tiny","Rural",61,0.85,"Not a Prospect",NA,"Yavapai County Educational Service Agency"
883255,"El Centro Elem School District","EL CENTRO","CA","Medium","Urban",4918,0.85,"Potential Bandwidth Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883256,"Palo Verde Elementary District","PALO VERDE","AZ","Tiny","Rural",454,0.85,"Not a Prospect",NA,"Nicely Done Consulting"
883260,"Paradise Valley Unif Dist 69","PHOENIX","AZ","Large","Urban",25846,0.6,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883261,"El Monte Union High Sch Dist","EL MONTE","CA","Medium","Suburban",8940,0.85,"Not a Prospect","eDimension LLC","eDimension LLC"
883262,"Parker Unified Sch District 27","PARKER","AZ","Medium","Town",1859,0.85,"Not a Prospect","Yavapai County Educational Service Agency","Yavapai County Educational Service Agency"
883264,"El Nido Elem School District","EL NIDO","CA","Tiny","Rural",172,0.85,"Fiber Prospect",NA,"Merced County Office of Education"
883269,"Peach Springs Unified District","PEACH SPRINGS","AZ","Tiny","Rural",216,NA,"Fiber Prospect","Yavapai County Educational Service Agency","Yavapai County Educational Service Agency"
883272,"Pendergast School District 92","PHOENIX","AZ","Medium","Urban",9782,0.8,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883275,"Elkins Elementary Sch District","PASKENTA","CA","Tiny","Rural",15,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883278,"Phoenix Un High Sch Dist 210","PHOENIX","AZ","Medium","Urban",26806,0.85,"Potential Bandwidth Prospect","GETFUNDED","GETFUNDED"
883281,"Empire Union Elem School Dist","MODESTO","CA","Medium","Urban",3023,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883283,"Encinitas Union Elem Sch Dist","ENCINITAS","CA","Medium","Suburban",5444,0.4,"Not a Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883288,"Pine Strawberry School Dist 12","PINE","AZ","Tiny","Rural",135,0.8,"Not a Prospect",NA,NA
883289,"Escondido Union Elem Sch Dist","ESCONDIDO","CA","Large","Suburban",17080,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883291,"Escondido Union High Sch Dist","ESCONDIDO","CA","Small","Suburban",7383,0.8,"Not a Prospect",NA,"NvLS Professional Services, LLC"
883296,"Sanders Unified School Dist 18","SANDERS","AZ","Small","Rural",753,0.85,"Closed Won Upgrade Project",NA,"Tech Funds Inc"
883304,"Red Mesa Unif Sch District 27","TEEC NOS POS","AZ","Small","Rural",726,0.85,"Closed Won Upgrade Project",NA,"Tech Funds Inc"
883306,"Red Rock School District 5","RED ROCK","AZ","Tiny","Rural",301,0.8,"Not a Prospect",NA,"Tech Funds Inc"
883310,"San Carlos Unif School Dist 20","SAN CARLOS","AZ","Small","Town",1506,0.85,"Potential Wi-Fi Prospect","Nicely Done Consulting","Nicely Done Consulting"
883312,"Riverside School District 2","PHOENIX","AZ","Small","Urban",860,0.85,"Not a Prospect",NA,NA
883314,"Roosevelt Elem School Dist 66","PHOENIX","AZ","Large","Urban",9454,0.85,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883316,"Round Valley Unif Sch Dist 10","SPRINGERVILLE","AZ","Small","Town",1317,0.7,"Closed Won Upgrade Project",NA,"Tech Funds Inc"
883318,"Feather Falls Un School Dist","OROVILLE","CA","Tiny","Rural",11,0.8,"Fiber Prospect",NA,"JEG CONSULTING"
883319,"Saddle Mountain School District #90","TONOPAH","AZ","Small","Rural",1042,0.8,"Closed Won Upgrade Project","Nicely Done Consulting","Nicely Done Consulting"
883321,"Sacaton School District 18","SACATON","AZ","Small","Rural",486,0.85,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883328,"Folsom Cordova Unif Sch Dist","RANCHO CORDOVA","CA","Large","Urban",19207,0.5,"Potential Wi-Fi Prospect",NA,NA
883338,"Fort Bragg Unified School Dist","FORT BRAGG","CA","Medium","Town",1742,0.8,"Not a Prospect",NA,"AARRESTAD-GJERVIK CONSULTING"
883339,"Seligman Unif School Dist 40","SELIGMAN","AZ","Small","Rural",139,0.7,"Not a Prospect",NA,NA
883341,"Sentinel School District 71","SENTINEL","AZ","Tiny","Rural",37,0.85,"Upgrade Project","Nicely Done Consulting","Nicely Done Consulting"
883345,"Deer Valley Unif Sch Dist 97","PHOENIX","AZ","Large","Suburban",34028,0.5,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883348,"Fowler Unified School District","FOWLER","CA","Medium","Town",2466,0.85,"Not a Prospect",NA,NA
883349,"Snowflake Unif School Dist 5","SNOWFLAKE","AZ","Medium","Town",2367,0.7,"Not a Prospect",NA,"Nicely Done Consulting"
883353,"Somerton School District 11","SOMERTON","AZ","Small","Town",2790,0.85,"Closed Won Upgrade Project","Yavapai County Educational Service Agency","Yavapai County Educational Service Agency"
883358,"St Johns Unified School Dist 1","ST. JOHNS","AZ","Small","Town",813,0.8,"Closed Won Upgrade Project",NA,"Tech Funds Inc"
883361,"Stanfield School District 24","STANFIELD","AZ","Tiny","Rural",524,0.85,"Closed Won Upgrade Project",NA,"Tech Funds Inc"
883378,"Tolleson Elem School Dist 17","TOLLESON","AZ","Small","Urban",2876,0.85,"Not a Prospect",NA,"Nicely Done Consulting"
883380,"Tolleson Union H S Dist 214","TOLLESON","AZ","Medium","Suburban",11076,0.8,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883386,"Topock Elementary Sch Dist 12","TOPOCK","AZ","Tiny","Rural",102,0.85,"Fiber Prospect",NA,"Yavapai County Educational Service Agency"
883388,"Tuba City Unif School Dist 15","TUBA CITY","AZ","Medium","Town",1663,0.85,"Potential Wi-Fi Prospect","Nicely Done Consulting","Nicely Done Consulting"
883393,"Glendale Unified School Dist","GLENDALE","CA","Large","Urban",25851,0.6,"Not a Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883398,"Valley Union High Sch Dist 22","ELFRIDA","AZ","Tiny","Rural",116,0.85,"Not a Prospect",NA,"Yavapai County Educational Service Agency"
883403,"Wellton School District 24","WELLTON","AZ","Tiny","Rural",241,0.85,"Fiber Prospect",NA,"Nicely Done Consulting"
883411,"Wilcox Unified School District","WILLCOX","AZ","Small","Rural",1129,0.8,"Not a Prospect","Nicely Done Consulting","Nicely Done Consulting"
883413,"Williams Unif Sch Dist 2","WILLIAMS","AZ","Small","Town",608,0.8,"Closed Won Upgrade Project",NA,NA
883417,"Wilson School District 7","PHOENIX","AZ","Small","Urban",1246,0.85,"Potential Bandwidth Prospect","Nicely Done Consulting","Nicely Done Consulting"
883421,"Greenfield Union School Dist","BAKERSFIELD","CA","Medium","Urban",9345,0.85,"Not a Prospect",NA,"Infinity Communications & Consulting"
883424,"Young School District 5","YOUNG","AZ","Small","Rural",45,0.85,"Not a Prospect","Yavapai County Educational Service Agency","Yavapai County Educational Service Agency"
883429,"Guadalupe Union Elem Sch Dist","GUADALUPE","CA","Small","Town",1282,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883442,"Hanford Jt Union High Sch Dist","HANFORD","CA","Small","Urban",3655,0.8,"Fiber Prospect",NA,"David Goldsmith"
883447,"Happy Valley Elem School Dist","SANTA CRUZ","CA","Tiny","Rural",134,0.5,"Not a Prospect",NA,"ATG"
883465,"Hemet Unified School District","HEMET","CA","Large","Suburban",20396,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883495,"Hueneme Elementary School District","PORT HUENEME","CA","Medium","Urban",8385,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883535,"John Swett Unified School Dist","RODEO","CA","Small","Suburban",1695,0.8,"Not a Prospect",NA,"Infinity Communications & Consulting"
883545,"Jurupa Unified School District","JURUPA VALLEY","CA","Large","Suburban",18822,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883571,"La Habra City Elem School Dist","LA HABRA","CA","Medium","Suburban",5008,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883572,"La Honda-Pescadero Unified","PESCADERO","CA","Small","Rural",340,0.8,"Not a Prospect","AARRESTAD-GJERVIK CONSULTING","AARRESTAD-GJERVIK CONSULTING"
883574,"Lafayette Elem School District","LAFAYETTE","CA","Small","Suburban",3525,0.4,"Not a Prospect",NA,"E-RATE ONLINE LLC"
883588,"Lancaster School District","LANCASTER","CA","Large","Suburban",14145,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883601,"Lennox Elem School District","LENNOX","CA","Medium","Suburban",5090,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883614,"Live Oak Elem School District","SANTA CRUZ","CA","Small","Suburban",1807,0.8,"Not a Prospect","ATG","ATG"
883616,"Livermore Vly Jt Unif Sch Dist","LIVERMORE","CA","Large","Suburban",12366,0.5,"Not a Prospect",NA,"ATG"
883617,"Livingston Union School District","LIVINGSTON","CA","Small","Suburban",2602,0.85,"Not a Prospect",NA,"Merced County Office of Education"
883622,"Lompoc Unified School District","LOMPOC","CA","Medium","Suburban",9659,0.8,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883633,"Los Nietos Elementary Sch Dist","WHITTIER","CA","Small","Suburban",1764,0.85,"Not a Prospect","Gray Prewitt","Gray Prewitt"
883634,"Los Olivos Elem School Dist","LOS OLIVOS","CA","Tiny","Town",191,0.5,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883640,"Lynwood Unified School Dist","LYNWOOD","CA","Large","Suburban",14459,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883650,"Maple Elem School District","SHAFTER","CA","Tiny","Rural",282,0.8,"Not a Prospect",NA,"Infinity Communications & Consulting"
883654,"Mark Twain Union Elem Sch Dist","ANGELS CAMP","CA","Small","Town",816,0.8,"Not a Prospect","Infinity Communications & Consulting","Infinity Communications & Consulting"
883661,"Mcfarland School District","MCFARLAND","CA","Small","Town",3416,0.85,"Not a Prospect",NA,NA
883664,"McSwain Union Elementary School District","MERCED","CA","Tiny","Rural",865,0.7,"Not a Prospect",NA,"Merced County Office of Education"
883665,"Meadows Union Elem School Dist","EL CENTRO","CA","Tiny","Suburban",449,0.85,"Fiber Prospect",NA,"CSM Consulting Inc."
883675,"Middletown Unified School Dist","MIDDLETOWN","CA","Medium","Rural",1526,0.8,"Not a Prospect","Infinity Communications & Consulting","Infinity Communications & Consulting"
883688,"Monson-Sultana Jt Un Elem School District","DINUBA","CA","Tiny","Rural",461,0.85,"Not a Prospect",NA,NA
883693,"Monterey Peninsula Unif Schs","MONTEREY","CA","Large","Suburban",9801,0.8,"Not a Prospect","David Sonderegger","David Sonderegger"
883704,"Mountain Empire Unif District","PINE VALLEY","CA","Medium","Suburban",1518,0.8,"Not a Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883706,"Mountain View School District","EL MONTE","CA","Medium","Suburban",7341,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883712,"Mount Pleasant Elem Sch Dist","SAN JOSE","CA","Small","Urban",1872,0.8,"Not a Prospect",NA,NA
883717,"National Elementary Sch Dist","NATIONAL CITY","CA","Medium","Suburban",5531,0.85,"Not a Prospect",NA,"NvLS Professional Services, LLC"
883719,"Nevada City Elem School Dist","NEVADA CITY","CA","Small","Town",820,0.5,"Not a Prospect",NA,"Infinity Communications & Consulting"
883720,"Nevada Jt Un High School Dist","GRASS VALLEY","CA","Small","Town",2738,0.6,"Not a Prospect",NA,"Mattison Enterprises"
883722,"New Hope Elem School District","THORNTON","CA","Tiny","Rural",216,0.85,"Not a Prospect",NA,"Infinity Communications & Consulting"
883725,"Newark Unified School District","NEWARK","CA","Medium","Suburban",6099,0.6,"Not a Prospect","RDV Consulting Services","RDV Consulting Services"
883733,"North Cow Creek Elementary School District","PALO CEDRO","CA","Tiny","Rural",225,0.6,"Not a Prospect",NA,"e2e Exchange, LLC"
883748,"Ocean View Elem School Dist","OXNARD","CA","Small","Urban",2682,0.85,"Not a Prospect",NA,"Infinity Communications & Consulting"
883752,"Ontario-Montclair School District","ONTARIO","CA","Large","Urban",22491,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883758,"Orinda Union Elem School Dist","ORINDA","CA","Small","Suburban",2529,0.2,"Not a Prospect",NA,"AARRESTAD-GJERVIK CONSULTING"
883760,"Oroville City Elem School Dist","OROVILLE","CA","Medium","Town",2406,0.85,"Not a Prospect",NA,NA
883761,"Oroville Union High School District","OROVILLE","CA","Small","Town",2113,0.8,"Potential Fiber Prospect","JEG CONSULTING","JEG CONSULTING"
883772,"Palermo Union Elem School Dist","PALERMO","CA","Medium","Rural",1274,0.85,"Not a Prospect","JEG CONSULTING","JEG CONSULTING"
883782,"Paramount Unif School District","PARAMOUNT","CA","Large","Suburban",15665,0.85,"Not a Prospect",NA,"Kendrick Group, LLC"
883784,"Pasadena Unified School District","PASADENA","CA","Large","Urban",16926,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883788,"Perris Un High School District","PERRIS","CA","Small","Rural",9193,0.8,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883799,"Pixley Union Elem Sch District","PIXLEY","CA","Small","Rural",1122,0.85,"Potential Wi-Fi Prospect","Sutherland Consulting Group, Inc. DBA EdTechnologyFunds, Inc.","Sutherland Consulting Group, Inc. DBA EdTechnologyFunds, Inc."
883801,"Placer Hills Un Elem Sch Dist","MEADOW VISTA","CA","Small","Rural",516,0.6,"Fiber Prospect",NA,"Infinity Communications & Consulting"
883803,"Placerville Un Elem Sch Dist","PLACERVILLE","CA","Small","Town",1247,0.8,"Not a Prospect",NA,NA
883804,"Plainsburg Elem Sch District","MERCED","CA","Tiny","Rural",129,0.7,"Not a Prospect",NA,"Merced County Office of Education"
883805,"Planada Elem School District","PLANADA","CA","Small","Town",766,0.85,"Not a Prospect",NA,"Merced County Office of Education"
883808,"Pleasant Ridge School District","GRASS VALLEY","CA","Small","Rural",1227,0.6,"Potential Fiber Prospect","Schooley Mitchell","Schooley Mitchell"
883814,"Plumas Unified School District","QUINCY","CA","Medium","Rural",1846,0.7,"Not a Prospect",NA,"CSM Consulting Inc."
883815,"Plumas Elementary School Dist","PLUMAS LAKE","CA","Small","Town",1189,0.7,"Not a Prospect","GETFUNDED","GETFUNDED"
883818,"Pomona Unified School District","POMONA","CA","Large","Suburban",24546,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883819,"Pond Union Elem School Dist","POND","CA","Tiny","Rural",208,0.85,"Not a Prospect","Infinity Communications & Consulting","Infinity Communications & Consulting"
883834,"Redding School District","REDDING","CA","Medium","Urban",3136,0.8,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883835,"Redlands Unified School Dist","REDLANDS","CA","Large","Urban",20613,0.8,"Support Project",NA,"CSM Consulting Inc."
883838,"Reeds Creek Elem School Dist","RED BLUFF","CA","Tiny","Rural",126,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883842,"Rialto Unified School District","RIALTO","CA","Large","Suburban",25935,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883843,"Richfield Elem School District","CORNING","CA","Tiny","Rural",243,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883848,"Rincon Valley Union Elem Dist","SANTA ROSA","CA","Small","Urban",1423,0.6,"Potential Fiber Prospect","Infinity Communications & Consulting",NA
883849,"Rio Bravo-Greeley Un Sch Dist","BAKERSFIELD","CA","Small","Rural",1035,0.8,"Potential Bandwidth Prospect",NA,"Infinity Communications & Consulting"
883857,"Rockford Elem School District","PORTERVILLE","CA","Tiny","Rural",407,0.8,"Not a Prospect",NA,"Infinity Communications & Consulting"
883871,"Salida Union Elem School Dist","SALIDA","CA","Small","Suburban",2473,0.85,"Not a Prospect",NA,"Infinity Communications & Consulting"
883876,"San Benito High School Dist","HOLLISTER","CA","Tiny","Town",2877,0.8,"Not a Prospect",NA,"ATG"
883877,"San Bernardino City Unif S D","SAN BERNARDINO","CA","Mega","Urban",50011,0.85,"Support Project",NA,"CSM Consulting Inc."
883884,"San Jacinto Unif School Dist","SAN JACINTO","CA","Medium","Suburban",9513,0.85,"Not a Prospect",NA,"eDimension LLC"
883887,"San Leandro Unif School Dist","SAN LEANDRO","CA","Medium","Urban",8461,0.8,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883898,"San Pasqual Valley Unif Dist","Winterhaven","CA","Small","Rural",735,0.85,"Not a Prospect",NA,NA
883902,"San Ysidro School District","SAN YSIDRO","CA","Medium","Urban",4842,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883903,"Sanger Unified School District","SANGER","CA","Large","Town",9573,0.8,"Not a Prospect","Sutherland Consulting Group, Inc. DBA EdTechnologyFunds, Inc.","Sutherland Consulting Group, Inc. DBA EdTechnologyFunds, Inc."
883904,"Santa Ana Unif School District","SANTA ANA","CA","Mega","Urban",52616,0.85,"Not a Prospect",NA,"CSM Consulting Inc."
883905,"Santa Clara Unif School Dist","SANTA CLARA","CA","Large","Urban",15152,0.6,"Not a Prospect",NA,"CSM Consulting Inc."
883916,"Santa Ynez Valley Un H S Dist","SANTA YNEZ","CA","Small","Town",1025,0.6,"Not a Prospect","Michael Anderson","Michael Anderson"
883922,"Savanna School District","ANAHEIM","CA","Small","Urban",2385,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883933,"Shasta Union Elementary School Distric","SHASTA","CA","Tiny","Rural",165,0.7,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883941,"Silver Valley Unif School Dist","YERMO","CA","Medium","Town",2267,0.8,"Next Year Upgrade Project",NA,"CSM Consulting Inc."
883948,"Soledad Unified School District","SOLEDAD","CA","Medium","Town",4916,0.85,"Not a Prospect","CSM Consulting Inc.","CSM Consulting Inc."
883949,"Solvang Elementary","SOLVANG","CA","Tiny","Town",591,NA,"Fiber Prospect","Michael Anderson","Michael Anderson"
883950,"Somis Union Elem School Dist","SOMIS","CA","Tiny","Suburban",237,0.8,"Not a Prospect","Infinity Communications & Consulting","Infinity Communications & Consulting"
883951,"Sonoma Valley Unif School Dist","SONOMA","CA","Medium","Town",4173,0.8,"Not a Prospect",NA,"CSM Consulting Inc."
883957,"South Bay Union","IMPERIAL BEACH","CA","Medium","Urban",5789,0.85,"Not a Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883969,"Saint Helena Unified Sch Dist","ST. HELENA","CA","Small","Town",1269,0.5,"Not a Prospect",NA,"AARRESTAD-GJERVIK CONSULTING"
883977,"Summerville Elem School Dist","TUOLUMNE","CA","Tiny","Rural",385,0.7,"Not a Prospect","NvLS Professional Services, LLC","NvLS Professional Services, LLC"
883979,"Sundale Elementary School District","TULARE","CA","Tiny","Rural",820,0.7,"Potential Wi-Fi Prospect","Infinity Communications & Consulting","Infinity Communications & Consulting"
883980,"Sunnyside Un Elem Sch District","STRATHMORE","CA","Tiny","Rural",352,0.85,"Not a Prospect",NA,"PROJECT CONSULTING ADJUNCT STAFF 4 EDUCATION, INC."
