bigram,count
"('resulted', 'award')",1
"('result', 'determined')",1
"('restriction', 'mr1')",1
"('restriction', 'caller')",1
"('recurring', '99')",1
"('1', '142')",1
"('recurring', 'amount')",1
"('recurring', 'eligible')",1
"('recurring', 'lease')",1
"('responses', 'fcc')",1
"('response', 'special')",1
"('response', 'selective')",1
"('reduced', '34')",1
"('receiving', 'services')",1
"('review', 'order')",1
"('1', '146')",1
"('received', 'time')",1
"('rfps', 'without')",1
"('rfp', 'written')",1
"('07', 'per')",1
"('rfp', 'therefore')",1
"('received', 'evaluation')",1
"('rfp', 'stated')",1
"('072', '00')",1
"('073', '12')",1
"('rfp', 'rpf')",1
"('rfp', 'result')",1
"('rfp', 'provided')",1
"('08', '1')",1
"('rfp', 'document')",1
"('rfp', 'applicant')",1
"('reviewing', 'rfp')",1
"('reduced', '40')",1
"('response', 'required')",1
"('require', 'basic')",1
"('relationship', 'ben')",1
"('requirement', 'rfp')",1
"('rejected', '”')",1
"('requirement', 'responded')",1
"('related', 'form')",1
"('requirement', 'mr1')",1
"('1', '008')",1
"('1', '11')",1
"('requirement', 'documentation')",1
"('response', 'request')",1
"('relationship', 'dr2')",1
"('requirement', 'consider')",1
"('relationship', 'entity')",1
"('required', 'within')",1
"('required', 'service')",1
"('required', 'cellular')",1
"('require', 'frn')",1
"('requirement', 'submit')",1
"('1', '115')",1
"('regional', 'educational')",1
"('regarding', 'ineligible')",1
"('redundant', 'bandwidth')",1
"('responded', 'follows')",1
"('redundant', 'path')",1
"('respond', 'special')",1
"('respond', 'potential')",1
"('08', 'service')",1
"('reference', 'fcc')",1
"('referenced', 'contract')",1
"('1', '000')",1
"('reflect', 'change')",1
"('respective', 'product')",1
"('requirements', 'state’s')",1
"('reflect', 'information')",1
"('reflect', 'non')",1
"('reflect', 'reflect')",1
"('service', 'mr3')",1
"('service', 'nation')",1
"('telecommunications', 'inc')",1
"('stated', '“bids')",1
"('pots', 'violated')",1
"('power', 'lines')",1
"('status', 'entity')",1
"('state’s', 'library')",1
"('states', 'district')",1
"('statements', 'made')",1
"('stated', '“the')",1
"('pre', 'k')",1
"('strands', 'intended')",1
"('008', '32')",1
"('stated', 'narrative')",1
"('premise', 'school')",1
"('premise', 'services')",1
"('premise', 'usage')",1
"('premium', '13')",1
"('008', '88')",1
"('pots', 'service')",1
"('student', 'count')",1
"('posted', 'internal')",1
"('students', '565')",1
"('posted', 'made')",1
"('posted', 'usac')",1
"('posted', 'wrong')",1
"('potential', 'bidder')",1
"('subject', '20')",1
"('students', 'entity')",1
"('students', 'agree')",1
"('students', '164')",1
"('pots', '930')",1
"('students', '138')",1
"('1', '470')",1
"('potential', 'ineligible')",1
"('potential', 'ineligibles')",1
"('1', '45')",1
"('student', 'information')",1
"('student', 'enrollment')",1
"('premium', '7')",1
"('state', 'website')",1
"('press', 'box')",1
"('1', '398')",1
"('spin', '143004441')",1
"('speed', 'internet')",1
"('speed', 'commercially')",1
"('1', '40')",1
"('01', '31')",1
"('specifications', 'outlined')",1
"('specifically', 'rfp')",1
"('specifically', 'frn')",1
"('previously', 'denied')",1
"('specifically', 'failed')",1
"('specifically', 'contract')",1
"('01', 'agree')",1
"('specific', 'products')",1
"('01', 'per')",1
"('primary', 'criteria')",1
"('special', 'b2b')",1
"('1', '440')",1
"('spin', '143025536')",1
"('spin', '143026181')",1
"('spin', '143032173')",1
"('state', 'oregon')",1
"('state', 'number')",1
"('state', 'date')",1
"('state', 'cooperative')",1
"('state', 'awarded')",1
"('standard', 'user')",1
"('01', '2017')",1
"('srvc', 'discnt')",1
"('srst', 'k9')",1
"('pri', 'vendor')",1
"('sprint', 'mobile')",1
"('price', 'available')",1
"('split', 'conduct')",1
"('spin', '143036204')",1
"('spin', '143035853')",1
"('posted', 'internet')",1
"('1', '500')",1
"('provided', 'state')",1
"('plan', 'portable')",1
"('tax', '1')",1
"('plan', 'eligibility')",1
"('plan', 'feature')",1
"('system', 'sis')",1
"('plan', 'iphn')",1
"('supports', 'self')",1
"('plan', 'lte')",1
"('supporting', 'vendor')",1
"('plan', 'ac')",1
"('plan', 'share')",1
"('planc', 'ineligible')",1
"('supporting', 'request')",1
"('plans', '1')",1
"('supporting', 'local')",1
"('supporting', 'current')",1
"('1', '5m')",1
"('tax', 'recovery')",1
"('plan', '4g')",1
"('posted', 'epc')",1
"('tecnológico', 'pueblo')",1
"('001', 'agree')",1
"('1', '617')",1
"('phn', '142')",1
"('phone', 'access')",1
"('phone', 'bill')",1
"('phone', 'connection')",1
"('telcom', 'llc')",1
"('tecnológico', 'paec')",1
"('plan', '3gb')",1
"('technical', 'support')",1
"('picture', 'messaging')",1
"('picture', 'video')",1
"('technical', 'community')",1
"('taxes', 'associated')",1
"('plan', '10')",1
"('plan', '200')",1
"('plans', 'data')",1
"('plans', 'includes')",1
"('plans', 'per')",1
"('portion', 'share')",1
"('support', 'cellular')",1
"('support', '636')",1
"('support', '466')",1
"('sufficient', 'vendor')",1
"('portion', 'basic')",1
"('001', 'removed')",1
"('portion', 'cellular')",1
"('portion', 'smartphone')",1
"('plans', 'portal')",1
"('1', '56')",1
"('1', '52')",1
"('subsidized', 'smartphone')",1
"('possible', 'service')",1
"('subscriber', 'line')",1
"('post', 'information')",1
"('1', '512')",1
"('portal', 'devices')",1
"('support', 'dark')",1
"('port', 'high')",1
"('pop', 'service')",1
"('support', 'voip')",1
"('001', 'fiber')",1
"('support', 'product')",1
"('plans', 'purchase')",1
"('plateau', 'telecommunications')",1
"('plus', '3')",1
"('support', 'pri')",1
"('support', 'oc')",1
"('support', 'mr2')",1
"('support', 'library')",1
"('points', 'program')",1
"('police', 'fire')",1
"('support', 'ineligible')",1
"('support', 'frns')",1
"('pooled', 'data')",1
"('primary', 'directory')",1
"('sow', 'android')",1
"('primary', 'internet')",1
"('service', '“')",1
"('035', '00')",1
"('proposal', 'criterion')",1
"('proposal', 'dr2')",1
"('services', '425')",1
"('proposal', 'mr1')",1
"('proposal', 'review')",1
"('proposal', 'rfp')",1
"('service', 'without')",1
"('services', 'administrative')",1
"('036', '08')",1
"('service', 'voicemail')",1
"('service', 'via')",1
"('service', 'verizon')",1
"('service', 'unsupported')",1
"('proposals', 'lit')",1
"('service', 'unsubstantiated')",1
"('services', 'address')",1
"('properly', 'considered')",1
"('primary', 'mr1')",1
"('services', 'contractual')",1
"('program', 'procedure')",1
"('services', 'dr2')",1
"('services', 'dld')",1
"('services', 'datapro')",1
"('services', 'data')",1
"('program', 'requirements')",1
"('1', '272')",1
"('1', '266')",1
"('properly', 'consider')",1
"('services', 'comm')",1
"('services', 'charges')",1
"('prohibited', 'including')",1
"('services', 'bus')",1
"('034339', 'information')",1
"('1', '252')",1
"('services', 'already')",1
"('proposals', 'rfps')",1
"('prorated', 'charges')",1
"('1', '23')",1
"('provided', 'internal')",1
"('service', 'requests')",1
"('service', 'removed')",1
"('service', 'rejected')",1
"('1', '208')",1
"('service', 'provided')",1
"('provided', 'frn')",1
"('provided', 'incorrect')",1
"('provided', 'parent')",1
"('service', 'tv')",1
"('service', 'print')",1
"('provided', 'request')",1
"('service', 'outage')",1
"('service', 'occurred')",1
"('service', 'non')",1
"('service', 'network')",1
"('service', 'necesseray')",1
"('service', 'router')",1
"('service', 'secondary')",1
"('provide', 'wireless')",1
"('service', 'service')",1
"('protection', '16')",1
"('protection', 'call')",1
"('protection', 'ineligible')",1
"('1', '227')",1
"('service', 'time')",1
"('service', 'therefore')",1
"('service', 'text')",1
"('service', 'substantially')",1
"('service', 'state')",1
"('provide', 'definitive')",1
"('service', 'split')",1
"('service', 'services')",1
"('provide', 'make')",1
"('1', '21')",1
"('provide', 'secondary')",1
"('program', 'local')",1
"('services', 'entity')",1
"('services', 'filed')",1
"('02', '660')",1
"('site', '2')",1
"('process', 'asked')",1
"('sis', 'license')",1
"('sis', 'hosting')",1
"('process', 'conducted')",1
"('since', 'maintenance')",1
"('since', 'high')",1
"('process', 'fair')",1
"('show', 'ineligibles')",1
"('similarly', 'time')",1
"('signed', 'state')",1
"('1', '360')",1
"('signal', 'wireless')",1
"('process', 'long')",1
"('1', '320')",1
"('shows', 'cost')",1
"('site', 'according')",1
"('site', 'excessive')",1
"('sites', 'contains')",1
"('prior', 'year')",1
"('solutions', 'based')",1
"('solution', 'zayo')",1
"('solution', 'offered')",1
"('solution', 'furthermore')",1
"('primary', 'service')",1
"('print', 'charges')",1
"('solution', 'dr2')",1
"('prior', 'certification')",1
"('012', '00')",1
"('prior', 'fcc')",1
"('solicitation', 'process')",1
"('smartphone', 'line')",1
"('smartphone', '535')",1
"('smart', 'phone')",1
"('six', 'lines')",1
"('1', '303')",1
"('show', 'frn')",1
"('1', '276')",1
"('services', 'longer')",1
"('services', 'products')",1
"('product', 'requested')",1
"('product', 'review')",1
"('1', '30')",1
"('services', 'one')",1
"('product', 'type')",1
"('027', '80')",1
"('services', 'long')",1
"('process', 'quality')",1
"('028', '40')",1
"('1', '3')",1
"('services', 'local')",1
"('services', 'lee')",1
"('services', 'information')",1
"('profile', 'cost')",1
"('services', 'include')",1
"('services', 'program')",1
"('product', 'remaining')",1
"('product', 'make')",1
"('services', 'qwest')",1
"('share', 'plan')",1
"('share', 'option')",1
"('share', 'ineligible')",1
"('process', 'referenced')",1
"('share', 'data')",1
"('several', 'times')",1
"('process', 'services')",1
"('services', 'viii')",1
"('process', 'usac')",1
"('services', 'total')",1
"('process', '”')",1
"('produce', 'documentation')",1
"('services', 'selected')",1
"('product', 'dark')",1
"('022', '66')",1
"('1699077557', 'frn')",1
"('frn', '1699145586')",1
"('mr1', 'nslp')",1
"('83', 'month')",1
"('89', '40')",1
"('884', '00')",1
"('88', 'remove')",1
"('88', 'per')",1
"('88', 'mrc')",1
"('88', 'month')",1
"('864', '1')",1
"('86', '54')",1
"('859', 'month')",1
"('840y7fiber', 'contract')",1
"('840', '84')",1
"('840', '25')",1
"('84', 'agree')",1
"('84', '00')",1
"('833', '9111')",1
"('8974', '24')",1
"('898', '67')",1
"('9', '15')",1
"('91', '00')",1
"('927', '40')",1
"('926', '00')",1
"('923', '00')",1
"('92', 'per')",1
"('92', 'lines')",1
"('9111', 'competitive')",1
"('900', 'rollover')",1
"('9', '509')",1
"('900', '00')",1
"('90', 'remove')",1
"('90', 'frn')",1
"('90', '450')",1
"('9', 'agree')",1
"('9', '792')",1
"('832', '72')",1
"('829', '35')",1
"('75', '705')",1
"('829', '05')",1
"('792', '00')",1
"('788', '16')",1
"('780', 'mrc')",1
"('778', '80')",1
"('774', '28')",1
"('77', 'mobile')",1
"('768', '19')",1
"('767', '28')",1
"('765', '00')",1
"('762', '75')",1
"('7599', 'review')",1
"('753', '60')",1
"('751', '52')",1
"('75', 'sow')",1
"('75', 'monthly')",1
"('8', '1')",1
"('8', '2')",1
"('8', '330')",1
"('81', '123')",1
"('828', 'enrolled')",1
"('825', '00')",1
"('814', '833')",1
"('81305', 'result')",1
"('81', 'month')",1
"('81', '37')",1
"('80', 'reflect')",1
"('8', '521')",1
"('80', 'month')",1
"('80', 'mo')",1
"('80', 'match')",1
"('80', 'agree')",1
"('80', '23')",1
"('8', '950')",1
"('929', '00')",1
"('930', 'month')",1
"('932', '88')",1
"('939', '11')",1
"('access', 'substantially')",1
"('access', 'request')",1
"('access', 'modified')",1
"('access', 'mobile')",1
"('access', 'justified')",1
"('access', 'ineligible')",1
"('access', 'includes')",1
"('access', 'however')",1
"('access', 'frn')",1
"('access', 'cost')",1
"('access', 'billed')",1
"('access', '765')",1
"('access', '52')",1
"('access', '3')",1
"('accept', 'bids')",1
"('access', 'therefore')",1
"('access', 'via')",1
"('accokeek', 'bus')",1
"('act', 'funding')",1
"('addendum', 'posted')",1
"('addendum', 'modified')",1
"('addendum', 'issued')",1
"('addendum', 'contained')",1
"('addendum', 'available')",1
"('added', 'cost')",1
"('acquisition', 'spin')",1
"('1699041172', 'frn')",1
"('1699031690', 'frn')",1
"('1699033836', 'denied')",1
"('account', '27')",1
"('accordingly', 'frn')",1
"('1699034668', 'voice')",1
"('according', 'documentation')",1
"('accept', 'bid')",1
"('ac', 'business')",1
"('995', '00')",1
"('95', 'property')",1
"('96', 'service')",1
"('959', '52')",1
"('954', '28')",1
"('952', '00')",1
"('950', '00')",1
"('95', 'text')",1
"('95', 'mo')",1
"('964', '88')",1
"('95', 'ios')",1
"('95', 'bb')",1
"('949', '46')",1
"('947', '64')",1
"('94538', 'antelope')",1
"('94', '47')",1
"('960', '00')",1
"('968', '008')",1
"('99', 'wireless')",1
"('99', 'call')",1
"('1699044083', '001')",1
"('99', 'per')",1
"('99', 'non')",1
"('99', 'mo')",1
"('1699045925', 'mr1')",1
"('99', 'datapro')",1
"('99', 'agree')",1
"('968', 'month')",1
"('99', '960')",1
"('99', '95')",1
"('98515', 'ineligible')",1
"('983', '00')",1
"('98', 'agree')",1
"('978', '30')",1
"('75', 'mb')",1
"('746', '496')",1
"('addition', 'stated')",1
"('522', '52')",1
"('56', 'month')",1
"('56', 'agree')",1
"('55', 'requested')",1
"('55', 'pooled')",1
"('55', '00')",1
"('547', '44')",1
"('546', 'month')",1
"('54', 'data')",1
"('54', '62')",1
"('539', '16')",1
"('535', '85')",1
"('531', '00')",1
"('53', 'mo')",1
"('529', '68')",1
"('529', '40')",1
"('560', '6')",1
"('561', '26')",1
"('562', '68')",1
"('596', '20')",1
"('6', '00')",1
"('5m', '512k')",1
"('5gb', 'plan')",1
"('5gb', '24')",1
"('599', '69')",1
"('598', '1')",1
"('5940', 'mr3')",1
"('563', '00')",1
"('59', '62')",1
"('59', '223')",1
"('580', '00')",1
"('57', 'per')",1
"('57', '778')",1
"('565', 'enrolled')",1
"('525', '00')",1
"('521', '90')",1
"('746', '00')",1
"('520750001036957', 'indicated')",1
"('50', 'picture')",1
"('50', 'mo')",1
"('50', 'bx')",1
"('50', '1')",1
"('5', 'year')",1
"('5', 'gb')",1
"('5', 'circuits')",1
"('5', '721')",1
"('5', '596')",1
"('5', '400')",1
"('5', '392')",1
"('5', '3')",1
"('5', '23')",1
"('5', '21')",1
"('5', '12')",1
"('500', '00')",1
"('500', 'ineligible')",1
"('500', 'msg')",1
"('511', '56')",1
"('52', 'month')",1
"('52', 'agree')",1
"('52', '00')",1
"('519', '01')",1
"('512k', 'modem')",1
"('512', '60')",1
"('51', '01')",1
"('502', '08')",1
"('509', '67')",1
"('509', '04')",1
"('506', '63')",1
"('506', '00')",1
"('504', '77')",1
"('504', '00')",1
"('6', '2012')",1
"('6', '238')",1
"('6', '239')",1
"('6', '334')",1
"('7', 'agree')",1
"('7', 'administrative')",1
"('7', '99')",1
"('7', '96')",1
"('7', '780')",1
"('7', '680')",1
"('7', '529')",1
"('7', '500')",1
"('699001259', 'frn')",1
"('699', '00')",1
"('695', '95')",1
"('69', 'remove')",1
"('684', '05')",1
"('680', 'remove')",1
"('68', 'service')",1
"('7', 'lines')",1
"('7', 'upgrade')",1
"('70', '21')",1
"('720', '00')",1
"('740', '48')",1
"('74', '3')",1
"('74', '160')",1
"('732', '55')",1
"('721', '00')",1
"('720', '327')",1
"('72', '81')",1
"('70', '22')",1
"('72', '16')",1
"('719', '88')",1
"('707', '95')",1
"('705', '00')",1
"('70', 'text')",1
"('70', '5')",1
"('68', 'dids')",1
"('68', '3')",1
"('68', '11')",1
"('600', 'per')",1
"('62', '3')",1
"('619', 'voice')",1
"('617', '48')",1
"('615', '00')",1
"('604', 'month')",1
"('601', '16')",1
"('600', 'agree')",1
"('63', 'monthly')",1
"('60', 'remove')",1
"('60', 'per')",1
"('60', 'monthly')",1
"('60', '177')",1
"('6', '720')",1
"('6', '502')",1
"('63', 'mo')",1
"('63', 'remove')",1
"('679', '08')",1
"('66', 'monthly')",1
"('672', '54')",1
"('67', 'month')",1
"('67', 'calling')",1
"('668', '45')",1
"('667', '75')",1
"('666', '66')",1
"('66', 'month')",1
"('636', '75')",1
"('65', '00')",1
"('645', '00')",1
"('640', 'month')",1
"('64', 'remove')",1
"('64', 'agree')",1
"('638', '84')",1
"('addition', 'request')",1
"('additional', '28')",1
"('charges', 'agree')",1
"('bid', 'requests')",1
"('brand', 'name')",1
"('brand', 'fcc')",1
"('box', 'fax')",1
"('bny', 'communication')",1
"('blackberry', '4g')",1
"('billing', 'option')",1
"('bill', 'requested')",1
"('bill', 'contract')",1
"('bill', 'cited')",1
"('bid”', 'service')",1
"('bidding', 'contract')",1
"('bidders', 'violation')",1
"('bidders', 'therefore')",1
"('bidders', 'reviewing')",1
"('bidder', 'listing')",1
"('broadband', '39')",1
"('broadband', '5')",1
"('broadband', 'cellular')",1
"('bus', 'addl')",1
"('business', 'plan')",1
"('business', 'global')",1
"('bus', 'voice')",1
"('bus', 'lot')",1
"('bus', 'caller')",1
"('bus', 'call')",1
"('budget', 'exceed')",1
"('broadband', 'ineligible')",1
"('broadband', 'text')",1
"('broadband', 'services')",1
"('broadband', 'router')",1
"('broadband', 'power')",1
"('broadband', 'mobile')",1
"('broadband', 'mifi')",1
"('16081004', 'result')",1
"('bid', 'options')",1
"('awarded', 'multiple')",1
"('bid', 'option')",1
"('161038865', 'mr1')",1
"('based', 'ral')",1
"('161045543', 'frn')",1
"('based', 'applicant’s')",1
"('barrio', 'pozas')",1
"('barrio', 'pesas')",1
"('bandwidth', 'used')",1
"('bandwidth', '12mb')",1
"('balancing', 'internet')",1
"('backup', 'service')",1
"('backup', 'internet')",1
"('back', 'internet')",1
"('b2b', '24')",1
"('azlibrary', 'gov')",1
"('az', 'academy')",1
"('based', 'vendor')",1
"('basic', 'amp')",1
"('basic', 'user')",1
"('16084390', 'agree')",1
"('bid', 'offerings')",1
"('bid', 'offering')",1
"('bid', 'multiple')",1
"('bid', 'made')",1
"('bid', 'contract')",1
"('beyond', '6')",1
"('ben', '94538')",1
"('bb', 'major')",1
"('ben', '81305')",1
"('ben', '7599')",1
"('ben', '221005')",1
"('ben', '16081004')",1
"('ben', '16066081')",1
"('ben', '16060612')",1
"('business', 'share')",1
"('bx', 'broadband')",1
"('c2901', 'cme')",1
"('cablem', 'modem')",1
