,text,count,category_arrays
1588,1699095704,1,[]
1589,1799112483,1,[]
1590,073,1,[]
1591,unlisted,1,[]
1592,yeshiva,1,"['Ineligible Service', 'Applicant ineligible']"
1593,unsupported,1,[]
1594,1699025064,1,[]
1595,plus,1,[]
1596,1699091260,1,[]
1597,upgrade,1,[]
1598,plateau,1,[]
1599,1699020540,1,[]
1600,1699024259,1,[]
1601,1699033836,1,['Competitive Bidding Violation - price not primary factor']
1602,1799112564,1,[]
1603,1699024419,1,[]
1604,072,1,"['Ineligible Service', 'Applicant ineligible']"
1605,1699024744,1,[]
1606,usa,1,"['Competitive Bidding Violation', 'Duplicate FRN', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']"
1607,planc,1,[]
1608,pages,1,['Ineligible Service']
1609,penteledata,1,[]
1610,201,1,"['Voice - no discount remaining', 'Red light rule violation', 'Competitive Bidding Violation', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure']"
1611,virtual,1,[]
1612,1699051978,1,['Competitive Bidding Violation - price not primary factor']
1613,words,1,[]
1614,1699058593,1,['Ineligible Service']
1615,options,1,[]
1616,1699062961,1,[]
1617,1699070795,1,[]
1618,1699073859,1,[]
1619,tyh,1,['Missing documentation to determin competitive bidding']
1620,voicelocal,1,['Ineligible Service']
1621,obligated,1,[]
1622,vvm,1,[]
1623,1699074023,1,[]
1624,virginia,1,[]
1625,wan,1,[]
1626,028,1,[]
1627,027,1,['Missing documentation needed to determine eligible service']
1628,1699082857,1,['Missing documentation needed to determine eligible service']
1629,online,1,[]
1630,1699081623,1,[]
1631,offerings,1,[]
1632,office,1,[]
1633,wifi,1,[]
1634,wi,1,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Missing form 470', 'Voice - no discount remaining', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'c']"
1635,199,1,['Red light rule violation']
1636,olivera,1,['Missing documentation needed to determine eligible service']
1637,oregon,1,[]
1638,1699048312,1,['Voice - no discount remaining']
1639,www,1,[]
1640,parcelas,1,[]
1641,valley,1,"['Category 2 budget exceeded', 'c']"
1642,180,1,['Category 2 budget exceeded']
1643,path,1,[]
1644,velocity,1,['Competitive Bidding Violation - specified vendor in 470']
1645,wrong,1,[]
1646,ventures,1,[]
1647,vic2,1,[]
1648,1699034668,1,[]
1649,vic3,1,[]
1650,2010,1,[]
1651,1699041172,1,[]
1652,1699044083,1,[]
1653,old,1,['Missing documentation to determin competitive bidding']
1654,outage,1,[]
1655,paec,1,[]
1656,nspl,1,[]
1657,1699045925,1,['Missing documentation needed to determine eligible service']
1658,nuevas,1,[]
1659,035,1,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
1660,overflow,1,[]
1661,1699090436,1,[]
1662,work,1,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
1663,195,1,[]
1664,outside,1,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure']"
1665,outlined,1,[]
1666,034339,1,[]
1667,100mbps,1,[]
1668,tlk,1,[]
1669,txt,1,[]
1670,statements,1,[]
1671,17012422,1,[]
1672,subscriber,1,[]
1673,132,1,[]
1674,137,1,['Voice - no discount remaining']
1675,17008711,1,[]
1676,138,1,[]
1677,strands,1,['Fiber review failure']
1678,rejected,1,[]
1679,sprint,1,[]
1680,143000677,1,[]
1681,16068510,1,[]
1682,143001197,1,[]
1683,17008877,1,[]
1684,standard,1,[]
1685,srvc,1,[]
1686,relocation,1,[]
1687,17014286,1,[]
1688,subsidized,1,[]
1689,130,1,"['Ineligible Service', 'Applicant ineligible']"
1690,12mb,1,[]
1691,telcom,1,['Voice - no discount remaining']
1692,1799020827,1,[]
1693,17008041,1,[]
1694,taxes,1,[]
1695,17008083,1,[]
1696,119,1,[]
1697,system,1,['Ineligible Service']
1698,ready,1,[]
1699,17008301,1,[]
1700,177,1,[]
1701,175,1,['Ineligible Service']
1702,174,1,[]
1703,17008372,1,[]
1704,17008378,1,[]
1705,125,1,[]
1706,srst,1,[]
1707,143004441,1,[]
1708,quick,1,[]
1709,seca,1,[]
1710,149,1,[]
1711,several,1,[]
1712,151,1,['Applicant ineligible']
1713,seneca,1,['Missing documentation needed to determine eligible service']
1714,160014210,1,['Missing documentation to determin competitive bidding']
1715,responded,1,[]
1716,160024673,1,[]
1717,160038854,1,[]
1718,17009148,1,[]
1719,sabana,1,[]
1720,resulted,1,[]
1721,16032752,1,[]
1722,16036780,1,[]
1723,rpf,1,[]
1724,rollervoer,1,[]
1725,rfps,1,[]
1726,signal,1,[]
1727,146,1,[]
1728,similarly,1,['Competitive Bidding Violation - price not primary factor']
1729,16061731,1,['Missing documentation needed to determine eligible service']
1730,17009939,1,[]
1731,17009989,1,[]
1732,143025536,1,[]
1733,sow,1,[]
1734,143026181,1,[]
1735,143028369,1,[]
1736,16066081,1,[]
1737,143032173,1,['Competitive Bidding Violation - specified vendor in 470']
1738,removing,1,[]
1739,143035853,1,[]
1740,renewals,1,[]
1741,smart,1,[]
1742,six,1,[]
1743,sites,1,[]
1744,143036204,1,[]
1745,qwest,1,[]
1746,170075477,1,['Missing documentation to determin competitive bidding']
1747,102,1,['Category 2 budget exceeded']
1748,1699001259,1,[]
1749,1699005065,1,[]
1750,1699005000,1,[]
1751,1699003289,1,[]
1752,1799097114,1,[]
1753,trails,1,[]
1754,1699002143,1,[]
1755,print,1,[]
1756,traffic,1,[]
1757,tomorrow,1,[]
1758,procedure,1,['Competitive Bidding Violation - 28 day failure']
1759,township,1,[]
1760,totaling,1,[]
1761,104,1,[]
1762,produce,1,[]
1763,16199132887,1,[]
1764,tony,1,[]
1765,previously,1,[]
1766,1799098018,1,[]
1767,press,1,[]
1768,1799098424,1,[]
1769,1699018769,1,[]
1770,1799106572,1,[]
1771,1699015699,1,[]
1772,1799106496,1,[]
1773,tv,1,[]
1774,1699011107,1,['Competitive Bidding Violation - price not primary factor']
1775,trunking,1,[]
1776,1799106371,1,[]
1777,1699005619,1,[]
1778,power,1,['Ineligible Service']
1779,truconnect,1,[]
1780,pozas,1,[]
1781,1799106307,1,[]
1782,1799106205,1,[]
1783,tree,1,[]
1784,161045553,1,[]
1785,161045543,1,[]
1786,1799045070,1,[]
1787,16081004,1,['Missing documentation needed to determine eligible service']
1788,1799056889,1,[]
1789,17006604,1,[]
1790,10gb,1,[]
1791,17007419,1,[]
1792,third,1,[]
1793,110,1,['Competitive Bidding Violation - price not primary factor']
1794,thecontract,1,[]
1795,1799056885,1,[]
1796,1799088626,1,[]
1797,1799054158,1,[]
1798,pueblo,1,[]
1799,114,1,['Category 2 budget exceeded']
1800,purchasing,1,[]
1801,term,1,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation', 'Missing required fields on 471', 'Missing form 470', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding']"
1802,1154,1,[]
1803,17007477,1,[]
1804,tierras,1,[]
1805,1799060241,1,[]
1806,1799063158,1,[]
1807,108,1,[]
1808,1799087166,1,[]
1809,1799082550,1,[]
1810,1799081939,1,[]
1811,1799081395,1,[]
1812,prohibited,1,[]
1813,1799081349,1,[]
1814,1799081273,1,[]
1815,1799075802,1,[]
1816,nif,1,"['Competitive Bidding Violation - 28 day failure', 'Missing documentation needed to determine eligible service']"
1817,1799072914,1,[]
1818,1799072096,1,[]
1819,1799067017,1,[]
1820,16084390,1,['Missing documentation needed to determine eligible service']
1821,prorated,1,['Competitive Bidding Violation']
1822,179906679,1,[]
1823,reviewing,1,[]
1824,1699144929,1,[]
1825,1699099035,1,[]
1826,17004414,1,[]
1827,17004409,1,[]
1828,17004410,1,[]
1829,chok,1,['Applicant ineligible']
1830,522,1,[]
1831,525,1,['Ineligible Service']
1832,17004411,1,[]
1833,531,1,[]
1834,1699099809,1,[]
1835,17004416,1,[]
1836,17004418,1,[]
1837,17004420,1,[]
1838,17004421,1,[]
1839,17004422,1,[]
1840,centurylink,1,[]
1841,17004407,1,[]
1842,christian,1,[]
1843,circuits,1,[]
1844,521,1,[]
1845,17004405,1,[]
1846,520750001036957,1,[]
1847,519,1,"['Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded']"
1848,clackamas,1,[]
1849,classroom,1,[]
1850,512k,1,[]
1851,512,1,[]
1852,17004404,1,[]
1853,cloud,1,[]
1854,cme,1,['Ineligible Service']
1855,17004403,1,[]
1856,college,1,[]
1857,comm,1,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation to determin competitive bidding']"
1858,535,1,[]
1859,17004423,1,[]
1860,17004424,1,[]
1861,561,1,[]
1862,5940,1,[]
1863,17004435,1,[]
1864,580,1,[]
1865,billing,1,['Competitive Bidding Violation']
1866,17004434,1,[]
1867,blackberry,1,[]
1868,bny,1,['Missing documentation to determin competitive bidding']
1869,17004433,1,[]
1870,box,1,[]
1871,17004432,1,[]
1872,17004431,1,[]
1873,565,1,['Applicant ineligible']
1874,563,1,[]
1875,562,1,['Competitive Bidding Violation']
1876,bx,1,[]
1877,539,1,['Category 2 budget exceeded']
1878,c2901,1,[]
1879,cablem,1,[]
1880,caliche,1,[]
1881,000,1,"['Competitive Bidding Violation - specified vendor in 470', 'Missing required fields on 471', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor']"
1882,17004430,1,[]
1883,17004429,1,[]
1884,cantera,1,[]
1885,547,1,['Missing documentation to determin competitive bidding']
1886,17004428,1,[]
1887,17004426,1,[]
1888,546,1,[]
1889,17004425,1,[]
1890,cc,1,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Ineligible Service', 'Red light rule violation', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service']"
1891,ccc,1,[]
1892,511,1,['Category 2 budget exceeded']
1893,companion,1,[]
1894,4gb,1,[]
1895,criterion,1,['Competitive Bidding Violation - price not primary factor']
1896,47,1,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Missing form 470', 'Ineligible Service', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
1897,466,1,[]
1898,465,1,[]
1899,17004364,1,[]
1900,17004363,1,[]
1901,457,1,[]
1902,17004361,1,[]
1903,17004360,1,[]
1904,course,1,[]
1905,covered,1,[]
1906,covering,1,['No signed contract in place']
1907,449,1,['Ineligible Service']
1908,17004339,1,[]
1909,17004335,1,[]
1910,17004334,1,[]
1911,17004368,1,[]
1912,cvin,1,[]
1913,cwida,1,[]
1914,da,1,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', 'Missing required fields on 471', '470 / 471 Mismatch', 'No signed contract in place', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure', 'Competitive Bidding Violation - price not primary factor', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'Category 2 budget exceeded', 'c']"
1915,17004332,1,[]
1916,dat,1,"['Applicant ineligible', 'Missing required fields on 471', 'Ineligible Service', 'Competitive Bidding Violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Missing documentation needed to determine eligible service']"
1917,17004331,1,[]
1918,dataconnect,1,[]
1919,17004330,1,[]
1920,17004328,1,[]
1921,17004327,1,[]
1922,17004326,1,[]
1923,17004325,1,[]
1924,440,1,[]
1925,deduction,1,[]
1926,cooperative,1,[]
1927,17004369,1,[]
1928,comparison,1,[]
1929,confidentiality,1,[]
1930,17004400,1,[]
1931,17004399,1,[]
1932,17004398,1,[]
1933,17004397,1,[]
1934,17004396,1,[]
1935,complies,1,[]
1936,component,1,['Competitive Bidding Violation']
1937,17004394,1,[]
1938,17004392,1,[]
1939,concurrently,1,[]
1940,17004389,1,[]
1941,conducted,1,['Competitive Bidding Violation - specified vendor in 470']
1942,conference,1,[]
1943,4fxo,1,[]
1944,confirm,1,[]
1945,17004371,1,[]
1946,17004387,1,[]
1947,17004385,1,[]
1948,17004383,1,[]
1949,499,1,[]
1950,connectivity,1,[]
1951,17004382,1,[]
1952,496,1,['470 / 471 Mismatch']
1953,17004381,1,[]
1954,17004380,1,[]
1955,17004379,1,[]
1956,17004378,1,[]
1957,17004377,1,[]
1958,17004374,1,[]
1959,490,1,[]
1960,17004677,1,[]
1961,17004779,1,[]
1962,596,1,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible']"
1963,ac,1,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Ineligible Service', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Applicant ineligible', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Category 2 budget exceeded', 'c']"
1964,950,1,['Category 2 budget exceeded']
1965,952,1,[]
1966,954,1,[]
1967,959,1,[]
1968,768,1,['Competitive Bidding Violation']
1969,960,1,[]
1970,964,1,[]
1971,767,1,[]
1972,978,1,['Competitive Bidding Violation - price not primary factor']
1973,765,1,['Category 2 budget exceeded']
1974,983,1,[]
1975,98515,1,[]
1976,762,1,[]
1977,995,1,[]
1978,753,1,[]
1979,947,1,['470 / 471 Mismatch']
1980,751,1,[]
1981,accokeek,1,[]
1982,740,1,[]
1983,account,1,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
1984,732,1,[]
1985,721,1,[]
1986,719,1,[]
1987,707,1,[]
1988,705,1,[]
1989,699001259,1,[]
1990,699,1,"['Ineligible Service', 'Competitive Bidding Violation', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', 'Fiber review failure', '470 / 471 Mismatch', 'Category 2 budget exceeded', 'c', 'Missing documentation needed to determine eligible service']"
1991,addl,1,[]
1992,695,1,[]
1993,adds,1,[]
1994,949,1,['Competitive Bidding Violation']
1995,94538,1,[]
1996,adspo13,1,[]
1997,86,1,['Category 2 budget exceeded']
1998,792,1,[]
1999,788,1,[]
2000,81305,1,[]
2001,814,1,['Competitive Bidding Violation - specified vendor in 470']
2002,825,1,[]
2003,828,1,['Missing documentation needed to determine eligible service']
2004,83,1,"['Category 2 budget exceeded', 'Voice - no discount remaining', 'Competitive Bidding Violation - specified vendor in 470', 'Applicant ineligible', 'Competitive Bidding Violation - price not primary factor']"
2005,832,1,[]
2006,833,1,['Competitive Bidding Violation - specified vendor in 470']
2007,780,1,[]
2008,778,1,[]
2009,840y7fiber,1,[]
2010,85,1,"['Competitive Bidding Violation', 'Ineligible Service', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service']"
2011,859,1,['Ineligible Service']
2012,864,1,[]
2013,94,1,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Category 2 budget exceeded']"
2014,774,1,[]
2015,884,1,[]
2016,89,1,"['470 / 471 Mismatch', 'Category 2 budget exceeded']"
2017,8974,1,[]
2018,898,1,[]
2019,91,1,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Competitive Bidding Violation - specified vendor in 470', '470 / 471 Mismatch', 'c', 'Missing documentation needed to determine eligible service']"
2020,9111,1,['Competitive Bidding Violation - specified vendor in 470']
2021,923,1,['Ineligible Service']
2022,926,1,[]
2023,927,1,[]
2024,929,1,[]
2025,930,1,[]
2026,932,1,[]
2027,939,1,[]
2028,69,1,"['Ineligible Service', 'Competitive Bidding Violation', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', 'Fiber review failure', '470 / 471 Mismatch', 'Category 2 budget exceeded', 'c', 'Missing documentation needed to determine eligible service']"
2029,adult,1,[]
2030,beyond,1,[]
2031,17005001,1,[]
2032,601,1,[]
2033,5m,1,[]
2034,17005011,1,[]
2035,17005010,1,[]
2036,arizona,1,[]
2037,17005009,1,[]
2038,17005008,1,[]
2039,17005007,1,[]
2040,17005006,1,[]
2041,asurion,1,[]
2042,17005005,1,[]
2043,17005004,1,[]
2044,avpn,1,[]
2045,17005003,1,[]
2046,az,1,[]
2047,604,1,['Ineligible Service']
2048,azlibrary,1,[]
2049,b2b,1,[]
2050,back,1,[]
2051,balancing,1,[]
2052,17005000,1,[]
2053,17004998,1,[]
2054,bb,1,[]
2055,17004995,1,[]
2056,17004994,1,[]
2057,599,1,[]
2058,17004993,1,[]
2059,17004992,1,[]
2060,17004991,1,[]
2061,598,1,[]
2062,17005013,1,[]
2063,17005014,1,[]
2064,684,1,[]
2065,17005071,1,[]
2066,advantage,1,[]
2067,680,1,['Missing documentation needed to determine eligible service']
2068,679,1,[]
2069,agencies,1,['Missing documentation needed to determine eligible service']
2070,672,1,[]
2071,668,1,[]
2072,667,1,[]
2073,666,1,['Category 2 budget exceeded']
2074,alexandria,1,[]
2075,645,1,['Missing documentation needed to determine eligible service']
2076,640,1,[]
2077,638,1,[]
2078,17005960,1,[]
2079,already,1,[]
2080,636,1,['Category 2 budget exceeded']
2081,17005015,1,[]
2082,always,1,[]
2083,americas,1,[]
2084,17005069,1,[]
2085,17005038,1,[]
2086,anexo,1,[]
2087,17005037,1,[]
2088,619,1,[]
2089,617,1,['Missing documentation needed to determine eligible service']
2090,17005019,1,[]
2091,antelope,1,[]
2092,anthony,1,[]
2093,17005018,1,[]
2094,615,1,[]
2095,17005017,1,[]
2096,17004322,1,[]
2097,17004321,1,[]
2098,17004319,1,[]
2099,1699144647,1,[]
2100,2480,1,[]
2101,k9,1,['Ineligible Service']
2102,240,1,['470 / 471 Mismatch']
2103,labor,1,['Competitive Bidding Violation']
2104,239,1,[]
2105,238,1,[]
2106,lawrence,1,[]
2107,231302,1,[]
2108,2269,1,[]
2109,1699144703,1,[]
2110,22321,1,[]
2111,lee,1,[]
2112,223,1,[]
2113,221005,1,[]
2114,1699144602,1,[]
2115,jetpacks,1,[]
2116,leyisroel,1,['Applicant ineligible']
2117,1699144555,1,[]
2118,1699144394,1,[]
2119,1699144357,1,[]
2120,22012,1,[]
2121,limited,1,[]
2122,1699144356,1,[]
2123,1699144290,1,[]
2124,1699144288,1,[]
2125,21per,1,['Competitive Bidding Violation']
2126,1699144112,1,[]
2127,1699143934,1,[]
2128,load,1,"['Competitive Bidding Violation - 28 day failure', 'Competitive Bidding Violation - price not primary factor']"
2129,locate,1,[]
2130,june,1,['No signed contract in place']
2131,jersey,1,[]
2132,1699137812,1,[]
2133,institutions,1,[]
2134,indicating,1,[]
2135,1699145575,1,[]
2136,indicator,1,[]
2137,1699145574,1,[]
2138,1699145573,1,[]
2139,1699145572,1,[]
2140,268,1,[]
2141,1699145571,1,[]
2142,initial,1,"['Ineligible Service', 'Missing documentation needed to determine eligible service']"
2143,inlt,1,[]
2144,266,1,[]
2145,1699145570,1,[]
2146,1699145569,1,[]
2147,instant,1,[]
2148,instruction,1,['Competitive Bidding Violation']
2149,1699144818,1,[]
2150,instructional,1,[]
2151,1699145568,1,[]
2152,1699145567,1,[]
2153,25mb,1,[]
2154,1699145566,1,[]
2155,1699145562,1,[]
2156,interstate,1,[]
2157,ios,1,[]
2158,ipads,1,[]
2159,iphn,1,[]
2160,iphone,1,[]
2161,1699145362,1,[]
2162,issue,1,['Competitive Bidding Violation']
2163,1699144908,1,[]
2164,1699138692,1,[]
2165,lot,1,[]
2166,275,1,[]
2167,mr5,1,[]
2168,1699111337,1,[]
2169,modifies,1,[]
2170,1699110998,1,[]
2171,monetary,1,[]
2172,1699110653,1,[]
2173,1699110419,1,[]
2174,months,1,[]
2175,1699109448,1,[]
2176,203,1,"['Ineligible Service', 'Applicant ineligible', 'Category 2 budget exceeded']"
2177,1699108358,1,[]
2178,1699108351,1,[]
2179,1699107068,1,[]
2180,1699105507,1,[]
2181,2025,1,[]
2182,mr6,1,[]
2183,mitigate,1,['Competitive Bidding Violation - price not primary factor']
2184,msd,1,[]
2185,1699105027,1,['Missing documentation needed to determine eligible service']
2186,2021,1,[]
2187,1699105025,1,['Missing documentation needed to determine eligible service']
2188,márques,1,[]
2189,1699104380,1,[]
2190,nation,1,[]
2191,national,1,[]
2192,1699104043,1,[]
2193,necesseray,1,[]
2194,need,1,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation', 'Missing required fields on 471', 'Missing form 470', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'No signed contract in place', 'Missing documentation needed to determine eligible service']"
2195,1699101541,1,[]
2196,negotiated,1,[]
2197,net,1,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
2198,1699112659,1,[]
2199,might,1,[]
2200,low,1,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Missing form 470', 'Voice - no discount remaining', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'c']"
2201,1699125717,1,[]
2202,1699137462,1,['Voice - no discount remaining']
2203,loyal,1,[]
2204,1699133350,1,[]
2205,lubavitch,1,['Applicant ineligible']
2206,main,1,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Ineligible Service']"
2207,major,1,[]
2208,1699133227,1,[]
2209,1699131018,1,[]
2210,managed,1,['Ineligible Service']
2211,management,1,[]
2212,1699129345,1,[]
2213,manufactures,1,[]
2214,1699127772,1,[]
2215,matches,1,['Competitive Bidding Violation - specified vendor in 470']
2216,mb,1,"['Missing required fields on 471', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Applicant ineligible', 'Competitive Bidding Violation - price not primary factor']"
2217,mifi,1,[]
2218,mci,1,[]
2219,meadows,1,[]
2220,means,1,[]
2221,medium,1,[]
2222,1699123625,1,[]
2223,1699122426,1,['Competitive Bidding Violation']
2224,1699117409,1,[]
2225,208,1,['Applicant ineligible']
2226,messenger,1,[]
2227,1699114671,1,[]
2228,207,1,['Applicant ineligible']
2229,mi,1,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', 'Missing required fields on 471', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor', 'Missing form 470', 'Category 2 budget exceeded', 'Fiber review failure', '470 / 471 Mismatch', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding']"
2230,microwave,1,[]
2231,middlesex,1,[]
2232,1699145576,1,[]
2233,incorrect,1,[]
2234,definitive,1,[]
2235,error,1,[]
2236,ds1,1,[]
2237,3mb,1,[]
2238,399520001238888,1,[]
2239,ecot,1,[]
2240,electronic,1,[]
2241,elem,1,['Applicant ineligible']
2242,eligibilty,1,[]
2243,398,1,[]
2244,3948,1,[]
2245,392,1,[]
2246,enterprise,1,[]
2247,epc,1,[]
2248,equally,1,[]
2249,erate,1,[]
2250,375,1,[]
2251,dream,1,[]
2252,everthg,1,[]
2253,every,1,[]
2254,everything,1,[]
2255,exceed,1,['Category 2 budget exceeded']
2256,excess,1,"['470 / 471 Mismatch', 'Competitive Bidding Violation - specified vendor in 470', 'Fiber review failure']"
2257,executed,1,['No signed contract in place']
2258,experience,1,[]
2259,expired,1,[]
2260,357,1,[]
2261,facility,1,[]
2262,17003805,1,[]
2263,failing,1,[]
2264,failover,1,[]
2265,17003689,1,[]
2266,ds,1,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Fiber review failure']"
2267,dr4,1,[]
2268,family,1,['Missing documentation needed to determine eligible service']
2269,4250,1,[]
2270,deluxe,1,[]
2271,17004316,1,[]
2272,17004313,1,[]
2273,17004312,1,[]
2274,17004311,1,[]
2275,17004310,1,[]
2276,429,1,[]
2277,dependent,1,"['Voice - no discount remaining', 'Missing documentation needed to determine eligible service']"
2278,17004309,1,[]
2279,17004305,1,[]
2280,426480001240887,1,[]
2281,17004303,1,[]
2282,despite,1,[]
2283,17004300,1,[]
2284,425,1,[]
2285,406,1,[]
2286,17004296,1,[]
2287,deterred,1,['Competitive Bidding Violation - specified vendor in 470']
2288,4200,1,[]
2289,418,1,[]
2290,dids,1,['Competitive Bidding Violation']
2291,digital,1,[]
2292,415,1,[]
2293,411,1,['Missing documentation needed to determine eligible service']
2294,disaster,1,[]
2295,discnt,1,[]
2296,dish,1,[]
2297,diversity,1,[]
2298,dld,1,[]
2299,dollars,1,['Missing documentation needed to determine eligible service']
2300,17003688,1,[]
2301,fax,1,[]
2302,276,1,[]
2303,2g,1,[]
2304,guayanilla,1,[]
2305,308,1,"['Ineligible Service', 'Category 2 budget exceeded']"
2306,hagans,1,[]
2307,hall,1,[]
2308,1699145592,1,[]
2309,hardware,1,[]
2310,304,1,['Applicant ineligible']
2311,1699145591,1,[]
2312,1699145590,1,[]
2313,home,1,['Missing documentation needed to determine eligible service']
2314,2mb,1,[]
2315,1699145589,1,[]
2316,1699145588,1,[]
2317,2gb,1,[]
2318,2fxs,1,[]
2319,309,1,"['Competitive Bidding Violation', 'Applicant ineligible']"
2320,294,1,[]
2321,1699145587,1,[]
2322,illegibility,1,[]
2323,illinois,1,[]
2324,immediate,1,[]
2325,implemented,1,[]
2326,1699145586,1,[]
2327,1699145585,1,[]
2328,1699145584,1,[]
2329,1699145583,1,[]
2330,1699145582,1,[]
2331,1699145581,1,[]
2332,1699145577,1,[]
2333,inclusive,1,['No signed contract in place']
2334,guayaney,1,[]
2335,ground,1,[]
2336,34,1,"['Ineligible Service', 'Applicant ineligible', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service', '470 / 471 Mismatch']"
2337,17000596,1,[]
2338,336,1,[]
2339,335,1,['Category 2 budget exceeded']
2340,17003608,1,[]
2341,17003187,1,[]
2342,fiberlink,1,[]
2343,17002244,1,[]
2344,fire,1,['Competitive Bidding Violation - specified vendor in 470']
2345,firewall,1,['Competitive Bidding Violation - specified vendor in 470']
2346,flat,1,[]
2347,334,1,[]
2348,17002081,1,['Applicant ineligible']
2349,follows,1,[]
2350,17001375,1,[]
2351,17001304,1,['Applicant ineligible']
2352,330,1,[]
2353,green,1,[]
2354,four,1,[]
2355,33,1,"['Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
2356,17000501,1,[]
2357,17000500,1,[]
2358,frn0799075817,1,[]
2359,frn1799075817,1,[]
2360,320,1,[]
2361,17000450,1,[]
2362,gbps,1,[]
2363,generation,1,[]
2364,313,1,[]
2365,17000090,1,[]
2366,gov,1,[]
2367,310,1,[]
2368,emergency,1,[]
