,trigram,count,phrase_array,category_arrays,evan_ids
148,"('violated', 'competitive', 'bidding')",92,violated competitive bidding,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']","[2, 11, 30, 45, 56, 87, 95]"
149,"('dr1', 'fcc', 'form')",92,dr1 fcc form,"['Competitive Bidding Violation', 'No 470', 'Competitive Bidding Violation - specified vendor in 470', '470 / 471 Mismatch']","[59, 77, 82, 84, 103, 168, 170, 178]"
150,"('prohibit', 'usac', 'funding')",91,prohibit usac funding,['Duplicate FRN'],"[65, 150]"
151,"('services', 'location', 'funding')",91,services location funding,['Duplicate FRN'],"[65, 150]"
152,"('program', 'rules', 'prohibit')",91,program rules prohibit,['Duplicate FRN'],"[65, 150]"
153,"('location', 'funding', 'year')",91,location funding year,['Duplicate FRN'],"[65, 150]"
154,"('frn', 'denied', 'funding')",91,frn denied funding,['Duplicate FRN'],"[65, 150]"
155,"('rules', 'prohibit', 'usac')",91,rules prohibit usac,['Duplicate FRN'],"[65, 150]"
156,"('denied', 'funding', 'request')",91,denied funding request,['Duplicate FRN'],"[65, 150]"
157,"('usac', 'funding', 'products')",90,usac funding products,['Duplicate FRN'],"[65, 150]"
158,"('funding', 'products', 'services')",90,funding products services,['Duplicate FRN'],"[65, 150]"
159,"('funding', 'request', 'duplicative')",90,funding request duplicative,['Duplicate FRN'],"[65, 150]"
160,"('per', 'fcc', 'order')",90,per fcc order,"['470 / 471 Mismatch', 'Ineligible Service']","[8, 136, 185]"
161,"('year', 'frn', 'program')",90,year frn program,['Duplicate FRN'],"[65, 150]"
162,"('current', 'year', 'frn')",90,current year frn,['Duplicate FRN'],"[65, 150]"
163,"('products', 'services', 'location')",90,products services location,['Duplicate FRN'],"[65, 150]"
164,"('frn', 'program', 'rules')",90,frn program rules,['Duplicate FRN'],"[65, 150]"
165,"('99', 'individual', 'data')",89,99 individual data,['Ineligible Service'],"[136, 185]"
166,"('14', '99', 'individual')",89,14 99 individual,['Ineligible Service'],"[136, 185]"
167,"('either', 'two', 'requirements')",88,either two requirements,['Ineligible Service'],"[136, 185]"
168,"('effective', 'option', 'demonstrated')",88,effective option demonstrated,['Ineligible Service'],"[136, 185]"
169,"('duplicative', 'current', 'year')",88,duplicative current year,['Duplicate FRN'],"[65, 150]"
170,"('option', 'demonstrated', 'either')",88,option demonstrated either,['Ineligible Service'],"[136, 185]"
171,"('request', 'duplicative', 'current')",88,request duplicative current,['Duplicate FRN'],"[65, 150]"
172,"('eligible', 'schools', 'libraries')",88,eligible schools libraries,['Missing documentation needed to determine eligible service'],[183]
173,"('demonstrated', 'either', 'two')",88,demonstrated either two,['Ineligible Service'],"[136, 185]"
174,"('requirements', 'applies', 'services')",88,requirements applies services,['Ineligible Service'],"[136, 185]"
175,"('applies', 'services', 'requested')",88,applies services requested,['Ineligible Service'],"[136, 185]"
176,"('schools', 'libraries', 'nifs')",88,schools libraries nifs,['Missing documentation needed to determine eligible service'],[183]
177,"('two', 'requirements', 'applies')",88,two requirements applies,['Ineligible Service'],"[136, 185]"
178,"('service', 'based', 'program')",86,service based program,"['Ineligible Service', 'Voice - no discount remaining']","[1, 38, 48, 63, 66, 192, 194, 195, 196]"
179,"('program', 'rules', 'require')",84,program rules require,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Fiber review failure']","[7, 8, 17, 18, 19, 20, 21, 29, 31, 44, 199]"
180,"('select', 'cost', 'effective')",84,select cost effective,['Competitive Bidding Violation - price not primary factor'],"[42, 64]"
181,"('fair', 'open', 'competitive')",83,fair open competitive,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']","[78, 81, 107]"
182,"('referenced', 'fcc', 'form')",82,referenced fcc form,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']","[78, 81, 107, 152]"
183,"('denied', 'since', 'services')",82,denied since services,['Ineligible Service'],"[136, 185]"
184,"('services', 'requested', 'ineligible')",82,services requested ineligible,['Ineligible Service'],"[136, 185]"
185,"('requested', 'frn', 'therefore')",82,requested frn therefore,['Ineligible Service'],"[136, 185]"
186,"('since', 'services', 'requested')",82,since services requested,['Ineligible Service'],"[136, 185]"
187,"('connected', 'eligible', 'schools')",82,connected eligible schools,['Missing documentation needed to determine eligible service'],[183]
188,"('open', 'competitive', 'bidding')",80,open competitive bidding,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']","[78, 81, 107]"
189,"('use', 'based', 'program')",79,use based program,['Ineligible Service'],"[38, 86, 111, 192, 194, 195, 196]"
190,"('ineligible', 'use', 'based')",79,ineligible use based,['Ineligible Service'],"[38, 86, 111, 192, 194, 195, 196]"
191,"('applicant', 'documentation', 'mr2')",78,applicant documentation mr2,['Competitive Bidding Violation'],[29]
192,"('applicant’s', 'fcc', 'form')",77,applicant’s fcc form,[],[]
193,"('description', 'services', 'seek')",77,description services seek,['Competitive Bidding Violation'],"[78, 107]"
194,"('met', 'frn', 'denied')",77,met frn denied,['No signed contract in place'],"[80, 162]"
195,"('seek', 'may', 'posted')",77,seek may posted,['Competitive Bidding Violation'],"[78, 107]"
196,"('complete', 'description', 'services')",77,complete description services,['Competitive Bidding Violation'],"[78, 107]"
197,"('since', 'requirement', 'met')",77,since requirement met,['No signed contract in place'],"[80, 162]"
198,"('requirement', 'met', 'frn')",77,requirement met frn,['No signed contract in place'],"[80, 162]"
199,"('services', 'seek', 'may')",77,services seek may,['Competitive Bidding Violation'],"[78, 107]"
200,"('may', 'posted', 'competing')",77,may posted competing,['Competitive Bidding Violation'],"[78, 107]"
201,"('form', '471', 'certification')",74,form 471 certification,"['Competitive Bidding Violation', 'No signed contract in place', 'Missing documentation to determin competitive bidding']","[17, 18, 19, 20, 21, 29, 31, 80, 116, 125, 126, 131, 134, 151, 162, 200]"
202,"('dr1', 'per', 'fcc')",74,dr1 per fcc,['Ineligible Service'],"[136, 185]"
203,"('based', 'review', 'member')",74,based review member,['Applicant ineligible'],"[124, 132, 140]"
204,"('definition', 'elementary', 'secondary')",73,definition elementary secondary,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
205,"('available', 'potential', 'bidders')",73,available potential bidders,['Competitive Bidding Violation'],"[78, 107]"
206,"('schools', 'receive', 'universal')",73,schools receive universal,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
207,"('statutory', 'definition', 'elementary')",73,statutory definition elementary,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
208,"('meet', 'statutory', 'definition')",73,meet statutory definition,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
209,"('elementary', 'secondary', 'schools')",73,elementary secondary schools,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
210,"('secondary', 'schools', 'receive')",73,secondary schools receive,['Applicant ineligible'],"[4, 5, 55, 121, 122, 143, 144, 147, 158, 159, 163, 167]"
211,"('instance', 'stated', 'rfp')",72,instance stated rfp,['Competitive Bidding Violation'],"[78, 107]"
212,"('bid', '”', 'however')",72,bid ” however,[],[]
213,"('bidders', 'answered', 'mr')",72,bidders answered mr,['Competitive Bidding Violation'],"[78, 107]"
214,"('rfp', 'used', 'merely')",72,rfp used merely,['Competitive Bidding Violation'],"[78, 107]"
215,"('rfp', 'used', 'way')",72,rfp used way,['Competitive Bidding Violation'],"[78, 107]"
216,"('bidders', 'choosing', 'winning')",72,bidders choosing winning,['Competitive Bidding Violation'],"[78, 107]"
217,"('bidders', 'service', 'providers')",72,bidders service providers,['Competitive Bidding Violation'],"[78, 107]"
218,"('alone', 'solicitation', 'referenced')",72,alone solicitation referenced,['Competitive Bidding Violation'],"[78, 107]"
219,"('bidders', 'submit', 'accurate')",72,bidders submit accurate,['Competitive Bidding Violation'],"[78, 107]"
220,"('schools', 'libraries', '”')",72,schools libraries ”,[],[]
221,"('bids', 'determined', 'violated')",72,bids determined violated,['Competitive Bidding Violation'],"[78, 107]"
222,"('winning', 'bid', '”')",72,winning bid ”,[],[]
223,"('based', 'upon', 'current')",72,based upon current,['Competitive Bidding Violation'],"[78, 107]"
224,"('bidders', 'would', 'deemed')",72,bidders would deemed,['Competitive Bidding Violation'],"[78, 107]"
225,"('part', 'schools', 'libraries')",72,part schools libraries,['Competitive Bidding Violation'],"[78, 107]"
226,"('bona', 'fide', 'requests')",72,bona fide requests,['Competitive Bidding Violation'],"[78, 107]"
227,"('deemed', 'essential', 'submitting')",72,deemed essential submitting,['Competitive Bidding Violation'],"[78, 107]"
228,"('bids', 'fcc', 'elaborated')",72,bids fcc elaborated,['Competitive Bidding Violation'],"[78, 107]"
229,"('bidding', 'process', 'funding')",72,bidding process funding,['Competitive Bidding Violation'],"[78, 107]"
230,"('rfp', 'posted', 'fy2016')",72,rfp posted fy2016,['Competitive Bidding Violation'],"[78, 107]"
231,"('160029101', 'failed', 'provide')",72,160029101 failed provide,['Competitive Bidding Violation'],"[78, 107]"
232,"('pertinent', 'information', 'prospective')",72,pertinent information prospective,['Competitive Bidding Violation'],"[78, 107]"
233,"('created', 'years', 'ago')",72,created years ago,['Competitive Bidding Violation'],"[78, 107]"
234,"('current', 'needs', 'must')",72,current needs must,['Competitive Bidding Violation'],"[78, 107]"
235,"('require', 'accountability', 'part')",72,require accountability part,['Competitive Bidding Violation'],"[78, 107]"
236,"('current', 'needs', 'failed')",72,current needs failed,['Competitive Bidding Violation'],"[78, 107]"
237,"('requests', 'service', 'potential')",72,requests service potential,['Competitive Bidding Violation'],"[78, 107]"
238,"('request', 'services', 'current')",72,request services current,['Competitive Bidding Violation'],"[78, 107]"
239,"('valid', 'proposals', 'failed')",72,valid proposals failed,['Competitive Bidding Violation'],"[78, 107]"
240,"('could', 'provide', 'accurate')",72,could provide accurate,['Competitive Bidding Violation'],"[78, 107]"
241,"('conduct', 'internal', 'assessments')",72,conduct internal assessments,['Competitive Bidding Violation'],"[78, 107]"
242,"('order', '2', 'submit')",72,order 2 submit,['Competitive Bidding Violation'],"[78, 107]"
243,"('answered', 'mr', 'malavé')",72,answered mr malavé,[],[]
244,"('selective', 'review', 'information')",72,selective review information,"['Competitive Bidding Violation', 'Missing documentation to determin competitive bidding']","[116, 125, 126, 131, 134, 151, 200]"
245,"('order', 'applicant’s', 'fcc')",72,order applicant’s fcc,[],[]
246,"('order', 'stated', 'congress')",72,order stated congress,['Competitive Bidding Violation'],"[78, 107]"
247,"('160029101', '“was', 'created')",72,160029101 “was created,[],[]
248,"('congress', '“intended', 'require')",72,congress “intended require,[],[]
249,"('components', 'necessary', 'use')",72,components necessary use,['Competitive Bidding Violation'],"[78, 107]"
250,"('assessments', 'components', 'necessary')",72,assessments components necessary,['Competitive Bidding Violation'],"[78, 107]"
251,"('requirements', 'fair', 'open')",72,requirements fair open,['Competitive Bidding Violation'],"[78, 107]"
252,"('pertinent', 'information', 'available')",72,pertinent information available,['Competitive Bidding Violation'],"[78, 107]"
253,"('changes', 'free', 'services')",72,changes free services,['Competitive Bidding Violation'],"[78, 107]"
254,"('per', 'fcc’s', 'ysleta')",72,per fcc’s ysleta,[],[]
255,"('violated', 'fcc’s', 'requirements')",72,violated fcc’s requirements,[],[]
256,"('choosing', 'winning', 'bid')",72,choosing winning bid,['Competitive Bidding Violation'],"[78, 107]"
257,"('way', 'evaluate', 'prospective')",72,way evaluate prospective,['Competitive Bidding Violation'],"[78, 107]"
258,"('required', '“', '1')",72,required “ 1,[],[]
259,"('ago', 'changes', 'free')",72,ago changes free,['Competitive Bidding Violation'],"[78, 107]"
260,"('internal', 'assessments', 'components')",72,internal assessments components,['Competitive Bidding Violation'],"[78, 107]"
261,"('required', 'questions', 'prospective')",72,required questions prospective,['Competitive Bidding Violation'],"[78, 107]"
262,"('required', 'provide', 'bona')",72,required provide bona,['Competitive Bidding Violation'],"[78, 107]"
263,"('competing', 'providers', 'evaluate')",72,competing providers evaluate,['Competitive Bidding Violation'],"[78, 107]"
264,"('applicants', 'required', 'provide')",72,applicants required provide,['Competitive Bidding Violation'],"[78, 107]"
265,"('competitive', 'bid', 'rules')",72,competitive bid rules,['Competitive Bidding Violation'],"[78, 107]"
266,"('instructions', 'prospective', 'bidders')",72,instructions prospective bidders,['Competitive Bidding Violation'],"[78, 107]"
267,"('used', 'way', 'evaluate')",72,used way evaluate,['Competitive Bidding Violation'],"[78, 107]"
268,"('stand', 'alone', 'solicitation')",72,stand alone solicitation,['Competitive Bidding Violation'],"[78, 107]"
269,"('solicitation', 'referenced', 'fcc')",72,solicitation referenced fcc,['Competitive Bidding Violation'],"[78, 107]"
270,"('submit', 'complete', 'description')",72,submit complete description,['Competitive Bidding Violation'],"[78, 107]"
271,"('submit', 'accurate', 'valid')",72,submit accurate valid,['Competitive Bidding Violation'],"[78, 107]"
272,"('process', 'funding', 'denied')",72,process funding denied,['Competitive Bidding Violation'],"[78, 107]"
273,"('must', 'detail', 'specific')",72,must detail specific,['Competitive Bidding Violation'],"[78, 107]"
274,"('stated', 'rfp', 'posted')",72,stated rfp posted,['Competitive Bidding Violation'],"[78, 107]"
275,"('fcc’s', 'ysleta', 'order')",72,fcc’s ysleta order,[],[]
276,"('fcc’s', 'requirements', 'fair')",72,fcc’s requirements fair,[],[]
277,"('stated', 'congress', '“intended')",72,stated congress “intended,[],[]
278,"('1', 'conduct', 'internal')",72,1 conduct internal,['Competitive Bidding Violation'],"[78, 107]"
279,"('would', 'deemed', 'essential')",72,would deemed essential,['Competitive Bidding Violation'],"[78, 107]"
280,"('fcc', 'forms', '470')",72,fcc forms 470,['Competitive Bidding Violation'],"[78, 107]"
281,"('ysleta', 'order', 'applicant’s')",72,ysleta order applicant’s,[],[]
282,"('fcc', 'elaborated', 'meaning')",72,fcc elaborated meaning,['Competitive Bidding Violation'],"[78, 107]"
283,"('specific', 'services', 'sought')",72,specific services sought,['Competitive Bidding Violation'],"[78, 107]"
284,"('failed', 'provide', 'pertinent')",72,failed provide pertinent,['Competitive Bidding Violation'],"[78, 107]"
285,"('failed', 'provide', 'bona')",72,failed provide bona,['Competitive Bidding Violation'],"[78, 107]"
286,"('posted', 'fy2016', 'fcc')",72,posted fy2016 fcc,['Competitive Bidding Violation'],"[78, 107]"
287,"('failed', 'make', 'pertinent')",72,failed make pertinent,['Competitive Bidding Violation'],"[78, 107]"
288,"('“', '1', 'conduct')",72,“ 1 conduct,[],[]
289,"('specific', 'instructions', 'prospective')",72,specific instructions prospective,['Competitive Bidding Violation'],"[78, 107]"
