new_ben_type,postal_cd,ben,name,usac_type,usac_attributes,street_address,city,zip_code,applicant_ben,applicant_name,applicant_usac_type,applicant_usac_attributes,applicant_esh_type,applicant_esh_id
applicant,NY,17014184,CUNY PREP SCHOOL,School,Public School;,2122 WHITE PLAINS RD,BRONX,NY,17014184,CUNY PREP SCHOOL,School,Public School;,,
applicant,NY,17014360,South Bronx Community Charter High School,School,Charter School;Public School;,890 WASHINGTON AVE FL 5,BRONX,NY,17014360,South Bronx Community Charter High School,School,Charter School;Public School;,,
applicant,OH,46744,GOOD SAMARITAN SCHOOL,School,Public School;,195 ISLAND PARK AVE,DEFIANCE,OH,46744,GOOD SAMARITAN SCHOOL,School,Public School;,,
recipient,OH,46976,WHITMER VOCATIONAL CENTER,School,Public School;,5719 CLEGG DR,TOLEDO,OH,129311,WASHINGTON LOCAL SCHOOL DIST,School District,Public School District;,District,950051
recipient,OH,48233,NORTON ELEMENTARY,School,Public School;,3390 CLEVELAND MASSILLON ROAD,NORTON,OH,129524,NORTON CITY SCHOOL DISTRICT,School District,Public School District;,District,949685
recipient,OH,16085613,CAMPBELL ELEMENTARY K-7,School,Public School;,2002 COMMUNITY CIRCLE,CAMPBELL,OH,129582,CAMPBELL LOCAL SCHOOLS,School District,Public School District;,District,949584
recipient,OH,17011977,Early College High School,School,Public School;,1005 ABBE RD N,ELYRIA,OH,129434,LORAIN CITY SCHOOL DISTRICT,School District,Public School District;,District,949647
recipient,OH,17012293,Dover Intermediate School,School,Public School;,2260 DOVER CENTER RD,WESTLAKE,OH,129517,WESTLAKE CITY SCHOOL DISTRICT,School District,Public School District;,District,949737
recipient,OH,17012334,SWANTON MS-NEW ,School,Public School;,101 ELTON PARKWAY ,SWANTON,OH,129299,SWANTON LOCAL SCHOOL DISTRICT,School District,Public School District;,District,949936
recipient,OH,17012335,SWANTON ELEMENTARY SCHOOL ,School,Public School;,111 CRESTWOOD DR,SWANTON,OH,129299,SWANTON LOCAL SCHOOL DISTRICT,School District,Public School District;,District,949936
applicant,OH,17012374,YOUTH BUILD COLUMBUS COMMUNITY SCHOOL,School,Charter School;Public School;,1183 ESSEX AVE,COLUMBUS,OH,17012374,YOUTH BUILD COLUMBUS COMMUNITY SCHOOL,School,Charter School;Public School;,,
recipient,OH,17012379,Warren County Learning Center - St. Marys,School,Public School;,115 S MAIN ST,FRANKLIN,OH,129814,WARREN COUNTY ESC,School District,Public School District;,Consortium,950264
recipient,OH,17012382,Galloway Road Building,School,Public School;,#N/A,#N/A,#N/A,129769,NORTH POINT ESC,School District,Public School District;,Consortium,949050
recipient,OH,17012389,FAIRFIELD COMPASS ELEMENTARY SCHOOL,School,Public School;,8801 HOLDEN BLVD,FAIRFIELD,OH,129806,FAIRFIELD CITY SCHOOL DISTRICT,School District,Public School District;,District,949838
recipient,OH,17012568,EARLY COLLEGE HIGH SCHOOL,School,Public School;,225 S MAIN ST,AKRON,OH,129572,AKRON CITY SCHOOL DISTRICT,School District,Public School District;,District,949559
recipient,OH,17012672,Bolton Crossing Elementary,School,Public School;,2695 Holt Road,"Columbus, Ohio",OH,129133,SOUTH-WESTERN CITY SCHOOL DIST,School District,Public School District;,District,949708
recipient,OH,17013121,EASTWOOD ELEMENTARY SCHOOL,School,Public School;,4700 SUGAR RIDGE RD,PEMBERVILLE,OH,129248,EASTWOOD LOCAL SCHOOL DISTRICT,School District,Public School District;,District,950295
applicant,OH,17013137,Pleasant Community Digital Academy ,School District,Charter School District;Public School District;,1105 Owens Rd. West,Marion,OH,17013137,Pleasant Community Digital Academy ,School District,Charter School District;Public School District;,,
recipient,OH,17013144,Pleasant Community Digital Academy ,School,Charter School;Public School;,1105 Owens Rd West,Marion,OH,17013137,Pleasant Community Digital Academy ,School District,Charter School District;Public School District;,,
recipient,OH,17013224,Miami School,School,Public School;,140 ROSS AVE,HAMILTON,OH,129803,HAMILTON CITY SCHOOL DISTRICT,School District,Public School District;,District,949631
recipient,OH,17013225,Shawnee Middle School,School,Public School;,1675 E POSSUM RD,SPRINGFIELD,OH,129991,CLARK-SHAWNEE SCH DIST,School District,Public School District;,District,949856
recipient,OH,17013283,TOLEDO EARLY COLLEGE HIGH SCHOOL,School,Public School;,2801 W BANCROFT ST - MS 461,TOLEDO,OH,129313,TOLEDO SCHOOL DISTRICT,School District,Public School District;,District,949719
recipient,OH,17013357,SUMMIT ACADEMY TOLEDO,School,Public School;,301 COLLINGWOOD BLVD,TOLEDO,OH,228168,SUMMIT ACADEMY,School District,Charter School District;Public School District;,OtherLocation,1034509
applicant,OH,17013371,Southwest Ohio Preparatory School,School,New Construction School;Public School;,#N/A,#N/A,#N/A,17013371,Southwest Ohio Preparatory School,School,New Construction School;Public School;,,
applicant,OH,17013384,Cleveland Preparatory Academy,School,Public School;,#N/A,#N/A,#N/A,17013384,Cleveland Preparatory Academy,School,Public School;,,
applicant,OH,17013385,South Columbus Preparatory Academy,School,Charter School;Public School;,#N/A,#N/A,#N/A,17013385,South Columbus Preparatory Academy,School,Charter School;Public School;,,
recipient,OH,17013387,Mahoning County High School,School,Public School;,940 BRYN MAWR AVE,YOUNGSTOWN,OH,129631,YOUNGSTOWN CITY SCHOOL DIST,School District,Public School District;,District,949746
recipient,OH,17013515,Davis Aerospace & Maritime High School,School,New Construction School;Public School;,1440 Lakeside Ave.,Cleveland,OH,129482,CLEVELAND CITY SCHOOL DISTRICT,School District,Public School District;,District,949591
recipient,OH,17013523,PASS AT PERKINS,School,Public School;,630 MULL AVE,AKRON,OH,129572,AKRON CITY SCHOOL DISTRICT,School District,Public School District;,District,949559
recipient,OH,17013670,Warren County Learning Center ,School,Public School;,513 PARK AVE,FRANKLIN,OH,129814,WARREN COUNTY ESC,School District,Public School District;,Consortium,950264
recipient,OH,17013710,Lake Local New K-1,School,Public School;,#N/A,#N/A,#N/A,129659,LAKE LOCAL SCHOOL DISTRICT,School District,Public School District;,District,950207
recipient,OH,17013711,Lake Local New 2-6,School,Public School;,#N/A,#N/A,#N/A,129659,LAKE LOCAL SCHOOL DISTRICT,School District,Public School District;,District,950207
applicant,OH,17013964,Castle High School,School,Charter School;Public School;,3950 Prospect Avenue,Cleveland,OH,17013964,Castle High School,School,Charter School;Public School;,,
applicant,OH,17014049,Greater Summit County Early Learning Center,School,Public School;,#N/A,#N/A,#N/A,17014049,Greater Summit County Early Learning Center,School,Public School;,,
applicant,OH,17014111,"Albert Einstein Academy for Letters, Arts & Sciences",School,Charter School;Public School;,#N/A,#N/A,#N/A,17014111,"Albert Einstein Academy for Letters, Arts & Sciences",School,Charter School;Public School;,,
recipient,OK,17010648,Howe Head Start,School,Head Start;Public School;,#N/A,#N/A,#N/A,16040861,KI BOIS COMMUNITY ACTION FOUNDATION,School District,Public School District;,OtherLocation,1032321
recipient,OK,17010650,Grandview Head Start,School,Head Start;Public School;,#N/A,#N/A,#N/A,16040861,KI BOIS COMMUNITY ACTION FOUNDATION,School District,Public School District;,OtherLocation,1032321
recipient,OK,17010676,Liberty Head Start,School,Head Start;Public School;,#N/A,#N/A,#N/A,16040861,KI BOIS COMMUNITY ACTION FOUNDATION,School District,Public School District;,OtherLocation,1032321
recipient,OK,17012557,CASHION MIDDLE SCHOOL,School,Public School;,101 N EUCLID AVE,CASHION,OK,139749,CASHION INDEP SCHOOL DIST I-89,School District,Public School District;,District,951183
recipient,OK,17012576,Archery Building,School,Public School;,603 Cook St.,Arkoma,OK,140390,ARKOMA INDEP SCHOOL DIST 91,School District,Public School District;,District,951093
recipient,OK,17012577,Sports Complex,School,Public School;,119 Cook St.,Arkoma,OK,140390,ARKOMA INDEP SCHOOL DIST 91,School District,Public School District;,District,951093
recipient,OK,17012766,Enid Classroom @ NWOSU,School,Public School;,2929 E RANDOLPH AVE,ENID,OK,139947,ENID INDEP SCHOOL DISTRICT 57,School District,Public School District;,District,951286
recipient,OK,17012928,Broken Arrow Timber Ridge Elementary,School,New Construction School;Public School;,3500 E Kenosha,Broken Arrow,OK,140044,BROKEN ARROW SCHOOL DISTRICT 3,School District,Public School District;,District,951149
recipient,OK,17013008,Hartshorne Event Center,School,New Construction School;Public School;,521 S. 5th Street ,Hartshorne,OK,140244,HARTSHORNE INDEP SCHOOL DIST 1,School District,Public School District;,District,951361
recipient,OK,17013031,Washington Pre-K,School,Public School;,1615 N 7TH ST,PONCA CITY,OK,140269,PONCA CITY INDEP SCH DIST 71,School District,Public School District;,District,951613
recipient,OK,17013369, Shidler Middle School,School,Public School;,312 West 1st street,Shidler,OK,140286,SHIDLER INDEP SCHOOL DIST 11,School District,Public School District;,District,951678
recipient,OK,17013372,Rush Springs ElementaryMiddle School ,School,New Construction School;Public School;,601 W CHOCTAW,RUSH SPRINGS,OK,139812,RUSH SPRINGS SCHOOL DIST 68,School District,Public School District;,District,951652
recipient,OK,17013378,Alex MS-HS,School,New Construction School;Public School;,209 South 2nd St,Alex,OK,139731,ALEX PUBLIC SCHOOL DIST I-56,School District,Public School District;,District,951074
recipient,OK,17013569,Thackerville Middle School,School,Public School;,18943 US HIGHWAY 77,THACKERVILLE,OK,139867,THACKERVILLE SCHOOL DISTRICT 4,School District,Public School District;,District,951729
recipient,OR,17012615,Hillsboro Online Academy,School,Public School;,452 NE 3RD AVE,HILLSBORO,OR,144885,HILLSBORO SCHOOL DISTRICT 1J,School District,Public School District;,District,952109
recipient,OR,17013191,GIB OLINGER ELEMENTARY SCHOOL,School,New Construction School;Public School;,#N/A,#N/A,#N/A,145138,MILTON-FREEWATER UNIFIED SCHOOL DISTRICT 7,School District,Public School District;,District,952266
recipient,OR,17013423,Mountainside High School,School,Public School;,12500 SW 175TH AVE,BEAVERTON,OR,144823,BEAVERTON SCHOOL DISTRICT 48 J,School District,Public School District;,District,952158
recipient,OR,17013424,Kaizer Road K-5 School,School,Public School;,7775 NW Kaizer Rd. ,Portland ,OR,144823,BEAVERTON SCHOOL DISTRICT 48 J,School District,Public School District;,District,952158
recipient,OR,17013443,MERIDIAN CREEK MIDDLE SCHOOL,School,New Construction School;Public School;,6300 SW HAZEL ST,WILSONVILLE,OR,144866,WEST LINN-WILSONVILLE DIST 3 J,School District,Public School District;,District,952352
recipient,PA,20518,KENDERTON ELEMENTARY SCHOOL,School,Public School;,1500 W ONTARIO ST,PHILADELPHIA,PA,126161,PHILADELPHIA SCHOOL DISTRICT,School District,Public School District;,District,954018
applicant,PA,16056389,KIPP DUBOIS COLLEGIATE ACADEMY ,School,Charter School;Public School;,5070 Parkside Avenue,PHILADELPHIA,PA,16056389,KIPP DUBOIS COLLEGIATE ACADEMY ,School,Charter School;Public School;,,
recipient,PA,16071626,UPPER MERION VANTAGE ACADEMY,School,Public School;,633 EAST 4TH. STREET,BRIDGEPORT,PA,17002037,Lakeside Youth Service,School District,Public School District;,OtherLocation,1076197
applicant,PA,17012020,GLOBAL LEADERSHIP ACADEMY SOUTHWEST,School,Public School;,5200 PINE ST,PHILADELPHIA,PA,17012020,GLOBAL LEADERSHIP ACADEMY SOUTHWEST,School,Public School;,,
applicant,PA,17012304,KIPP WEST PHILADELPHIA ELEMENTARY ACADEMY,School,Charter School;Public School;,"5900 BALTIMORE AVE, 1ST FLOOR",PHILADELPHIA,PA,17012304,KIPP WEST PHILADELPHIA ELEMENTARY ACADEMY,School,Charter School;Public School;,,
applicant,PA,17012459,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL ,School,Charter School;Public School;,555 Union Blvd,Allentown,PA,17012459,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL ,School,Charter School;Public School;,,
recipient,PA,17012544,Forest Hills Junior-Senior High School ,School,New Construction School;Public School;,535 Locust St,SIDMAN,PA,125447,FOREST HILLS SCHOOL DISTRICT,School District,Public School District;,District,953794
recipient,PA,17012707,ELECTRIC CITY ACADEMY,School,Public School;,530 ELECTRIC ST,SCRANTON,PA,125991,SCRANTON CITY SCHOOL DISTRICT,School District,Public School District;,District,954064
recipient,PA,17012715,Avonworth Elementary  ,School,Public School;,1320 ROOSEVELT RD,PITTSBURGH,PA,125277,AVONWORTH SCHOOL DISTRICT,School District,Public School District;,District,953626
recipient,PA,17012784,Cougar Academy at Lincoln,School,Public School;,1601 STATE ST,HARRISBURG,PA,125727,HARRISBURG CITY SCHOOL DIST,School District,Public School District;,District,953836
recipient,PA,17013075,PHILADELPHIA LEADERSHIP ACADEMY-NORTH,School,Public School;,4224 N. Front St.,Philadelphia,PA,126161,PHILADELPHIA SCHOOL DISTRICT,School District,Public School District;,District,954018
recipient,PA,17013076,PHILADELPHIA LEADERSHIP ACADEMY-SOUTH,School,Public School;,4300 Westminster Ave,Philadelphia,PA,126161,PHILADELPHIA SCHOOL DISTRICT,School District,Public School District;,District,954018
recipient,PA,17013580,STEAM ACADEMY,School,Public School;,701 TEXAS AVE,YORK,PA,125790,YORK CITY SCHOOL DISTRICT,School District,Public School District;,District,954221
applicant,PA,17013736,Independence Charter School West,School,Charter School;Public School;,5600 CHESTER AVE,PHILADELPHIA,PA,17013736,Independence Charter School West,School,Charter School;Public School;,,
recipient,SC,17011813,Philip Simmons High School,School,New Construction School;Public School;,3080 RIVER VILLAGE DR,CHARLESTON,SC,127179,BERKELEY COUNTY SCHOOL DIST,School District,Public School District;,District,962235
applicant,SC,17011849,OCEANSIDE COLLEGIATE ACADEMY,School,Charter School;Public School;,711 Pickney Street,McClellanville,SC,17011849,OCEANSIDE COLLEGIATE ACADEMY,School,Charter School;Public School;,,
applicant,SC,17012370,Green Charter School of the Midlands,School,Public School;,7820 Broad River Road,Irmo,SC,17012370,Green Charter School of the Midlands,School,Public School;,,
recipient,SC,17012889,Bowens Corner Elementary School,School,New Construction School;Public School;,1173 Williams Lane,Hanahan,SC,127179,BERKELEY COUNTY SCHOOL DIST,School District,Public School District;,District,962235
recipient,SC,17013067,Clarendon School District 1 Alternative School,School,Public School;,"1154 4th St.  Summerton, SC 29148",Summerton,SC,127135,CLARENDON COUNTY SCHOOL DISTRICT ONE,School District,Public School District;,District,962244
recipient,SC,17013139,HAMPTON DISTRICT 1 LEARNING CENTER,School,Public School;,63 EAST PALMETTO,VARNVILLE,SC,127261,HAMPTON COUNTY SCHOOL DIST 1,School District,Public School District;,District,962271
recipient,SC,17013140,HAMPTON 1 ACADEMY FOR SUCCESS,School,Public School;,964 WEST PALMETTO AVENUE,VARNVILLE,SC,127261,HAMPTON COUNTY SCHOOL DIST 1,School District,Public School District;,District,962271
recipient,SC,17013195,Spartanburg District Seven New Elementary School,School,Public School;,#N/A,#N/A,#N/A,127153,SPARTANBURG COUNTY SCHOOL DISTRICT 7,School District,Public School District;,District,962314
recipient,SC,17013265,FOXBANK ELEMENTARY SCHOOL,School,New Construction School;Public School;,169 FOXBANK PLANTATION BOULEVARD,MONCKS CORNER,SC,127179,BERKELEY COUNTY SCHOOL DIST,School District,Public School District;,District,962235
recipient,SC,17013382,New Language Academy,School,New Construction School;Public School;,1825B EDEN TER,ROCK HILL,SC,127242,ROCK HILL SCHOOL DISTRICT 3,School District,Public School District;,District,962320
recipient,SC,17013389,New Construction Elementary School,School,Public School;,4983 Charlotte Highway,Lancaster,SC,127240,LANCASTER COUNTY SCHOOL DISTRICT,School District,Public School District;,District,962277
recipient,SD,17013421,KENNEDY ELEMENTARY SCHOOL,School,Public School;,2306 BROOKSTONE LOOP,PIERRE,SD,134234,PIERRE SCHOOL DISTRICT 32-2,School District,Public School District;,District,965976
recipient,SD,17013588,Sturgis Intermediate School,School,Public School;,1230 DOUGLAS ST,STURGIS,SD,134311,MEADE SCHOOL DISTRICT 46-1,School District,Public School District;,District,965992
recipient,TN,17010272,Memphis School of Excellence,School,Public School;,4450 S MENDENHALL RD,MEMPHIS,TN,128440,SHELBY COUNTY SCHOOL DISTRICT,School District,Public School District;,District,1075206
recipient,TN,17011927,Grainger Academy,School,Public School;,190 PIONEER DR,RUTLEDGE,TN,128393,GRAINGER COUNTY SCHOOL DISTRICT,School District,Public School District;,District,967105
recipient,TN,17013084,Freedom Prep Elementary-Shelby,School,Charter School;Public School;,3750 MILLBRANCH RD,MEMPHIS,TN,16053577,FREEDOM PREPARATORY ACADEMY,School District,Charter School District;Public School District;,School,977443
recipient,TN,17013176,HARDIN VALLEY MIDDLE SCHOOL,School,New Construction School;Public School;,2280 STEELE RD,KNOXVILLE,TN,128407,KNOX COUNTY SCHOOL DISTRICT,School District,Public School District;,District,967140
recipient,TN,17013177,GIBBS MIDDLE SCHOOL,School,New Construction School;Public School;,7711 TAZEWELL PIKE,CORRYTON,TN,128407,KNOX COUNTY SCHOOL DISTRICT,School District,Public School District;,District,967140
recipient,TN,17013416,EAST NASHVILLE MAGNET MIDDLE SCHOOL,School,Public School;,2000 GREENWOOD AVE,NASHVILLE,TN,128258,METROPOLITAN NASHVILLE PUBLIC SCHOOLS,School District,Charter School District;Public School District;,District,967173
recipient,TN,17013571,Rocky Fork Middle School,School,Public School;,100 Thunderstorm Lane,Smyrna,TN,128242,RUTHERFORD COUNTY SCHOOL DIST,School District,Public School District;,District,967191
applicant,TN,17015076,GATEWAY UNIVERSITY,School,Charter School;Public School;,#N/A,#N/A,#N/A,17015076,GATEWAY UNIVERSITY,School,Charter School;Public School;,,
applicant,TX,87276,MID CITIES LEARNING CTR,School,Charter School;Public School;,12500 S PIPELINE RD,EULESS,TX,87276,MID CITIES LEARNING CTR,School,Charter School;Public School;,,
applicant,TX,91959,ST LOUIS SCHOOL,School,Public School;,2114 SAINT JOSEPH BLVD,AUSTIN,TX,91959,ST LOUIS SCHOOL,School,Public School;,,
recipient,TX,226247,NORTHSIDE ELEMENTARY,School,Public School;,1522 BLAIR AVE,CLEVELAND,TX,141240,CLEVELAND INDEP SCHOOL DIST,School District,Public School District;,District,969182
applicant,TX,16064475,ST ANTHONY SCHOOL DISTRICT,School District,Charter School District;Public School District;,3732 MYRTLE STREET,DALLAS,TX,16064475,ST ANTHONY SCHOOL DISTRICT,School District,Charter School District;Public School District;,,
recipient,TX,17002629,Coastal Alternative Program,School,Public School;,13302 HIGHWAY 6,SANTA FE,TX,141332,DICKINSON INDEP SCHOOL DIST,School District,Public School District;,District,969276
recipient,TX,17005281,HUDSON ISD Transportation,School,Public School;,4121 Ted Trout Dr.,Lufkin,TX,140785,HUDSON INDEP SCHOOL DISTRICT,School District,Public School District;,District,969497
recipient,TX,17006404,Monticello Academy,School,Charter School;Public School;,4205 SAN PEDRO AVE,SAN ANTONIO,TX,17006399, San Antonio School for Inquiry and Creativity School District,School District,Charter School District;Public School District;,OtherLocation,1082693
recipient,TX,17010423,NSCISD--DAEP,School,Public School;,112 US Hwy 87,Smiley,TX,141521,NIXON-SMILEY CONS IND SCH DIST,School District,Public School District;,District,969787
recipient,TX,17010826,HOLLIS T DIETZ ELEMENTARY,School,New Construction School;Public School;,4020 SUNNYBROOK DR,HEARTLAND,TX,140492,CRANDALL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969223
recipient,TX,17011549,TRINITY CHARTER SCHOOLS  NEW HOPE,School,Public School;,1000 N. McColl Rd.,McAllen,TX,16021347,TRINITY CHARTER SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1052642
recipient,TX,17011694,KIPP Pleasant Grove Middle School ,School,New Construction School;Public School;,2200 St Augustine Drive,Dallas,TX,16072202,KIPP DALLAS-FT WORTH COLLEGE PREP PUBLIC SCHOOLS,School District,Charter School District;Public School District;,District,968885
recipient,TX,17011731,DSISD New Elementary School,School,New Construction School;Public School;,14451 SAWYER RANCH RD,AUSTIN,TX,141701,DRIPPING SPRINGS INDEP SCH DIST,School District,Public School District;,District,968677
recipient,TX,17011732,DSISD New Middle School ,School,New Construction School;Public School;,14451 SAWYER RANCH RD,AUSTIN,TX,141701,DRIPPING SPRINGS INDEP SCH DIST,School District,Public School District;,District,968677
recipient,TX,17011776,Bel Air Middle School,School,New Construction School;Public School;,8040 Yermoland Dr,EL PASO,TX,142115,YSLETA INDEP SCHOOL DISTRICT,School District,Public School District;,District,970234
recipient,TX,17011777,New Thomas Manor Elementary School,School,New Construction School;Public School;,New Thomas Manor Elementary School,El Paso,TX,142115,YSLETA INDEP SCHOOL DISTRICT,School District,Public School District;,District,970234
recipient,TX,17011778,Excel Academy,School,Public School;,1005 W FAIRMONT ST,LONGVIEW,TX,140662,PINE TREE INDEP SCHOOL DIST,School District,Public School District;,District,969860
recipient,TX,17011800,KLEIN EDUCATION PLACEMENT PROGRAM,School,Public School;,7200 SPRING CYPRESS RD,KLEIN,TX,141269,KLEIN ISD,School District,Public School District;,District,969569
recipient,TX,17011811,LUBBOCK-COOPER NEW HOPE ACADEMY,School,Public School;,16302 LOOP 493,LUBBOCK,TX,141989,LUBBOCK-COOPER ISD,School District,Public School District;,District,969212
recipient,TX,17011853,Bradley Elementary (Flex #17),School,Public School;,4200 Falls Lake Drive,Spring,TX,141237,CONROE INDEP SCHOOL DISTRICT,School District,Public School District;,District,969208
recipient,TX,17011979,Freedom Elementary,School,Public School;,415 EG Ranch Road,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011980,Middle School #10,School,Public School;,410 EG Ranch Road,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011981,Elementary #29,School,Public School;,11021 Bucky Houdman Blvd,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011982,United South 9th Grade,School,Public School;,3819 Aguanieve Rd,Laredo ,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011983,AHS 9th Grade,School,Public School;,4601 Victory Dr,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011984,United High 9th Grade,School,Public School;,2811 Hillcroft Dr,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17011985,LBJ 9th Grade,School,Public School;,5511 St. Luke Blvd,Laredo,TX,141487,UNITED ISD,School District,Public School District;,District,970137
recipient,TX,17012044,Shadow Creek High School,School,Public School;,11850 BROADWAY ST,PEARLAND,TX,141316,ALVIN INDEP SCHOOL DISTRICT,School District,Public School District;,District,968982
recipient,TX,17012045,Meridiana Elementary,School,Public School;,9815 Meridiana Parkway,Iowa Colony,TX,141316,ALVIN INDEP SCHOOL DISTRICT,School District,Public School District;,District,968982
recipient,TX,17012054,KIPP Nexus Primary,School,New Construction School;Public School;,4211 Watonga,Houston,TX,216840,KIPP INC.,School District,Charter School District;Public School District;,District,968717
recipient,TX,17012055,KIPP Nexus Middle School,School,New Construction School;Public School;,4211 Watonga,Houston,TX,216840,KIPP INC.,School District,Charter School District;Public School District;,District,968717
recipient,TX,17012180,NEW CONSTRUCTION ELEM # 41,School,Public School;,3701 CROSS CREEK BEND LN,FULSHEAR,TX,141311,KATY INDEP SCHOOL DISTRICT,School District,Public School District;,District,969546
recipient,TX,17012399,Vanguard Monet Elementary,School,New Construction School;Public School;,3000 N. Stewart Road,Mission,TX,17005956,Vanguard Academy Central Administration,School District,Charter School District;Public School District;,OtherLocation,1076343
applicant,TX,17012480,CENTRAL TEXAS CHRISTIAN SCHOOLS ,School,Public School;,4141 W FM 93,TEMPLE,TX,17012480,CENTRAL TEXAS CHRISTIAN SCHOOLS ,School,Public School;,,
recipient,TX,17012493,Linda Lyons Elementary ,School,New Construction School;Public School;,2186 Trophy Dr,Heath,TX,140480,ROCKWALL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969945
recipient,TX,17012570,AUSTIN ACHIEVE ELEMENTARY SCHOOL,School,New Construction School;Public School;,5908 MANOR ROAD,AUSTIN,TX,16072340,AUSTIN ACHIEVE PUBLIC SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1053418
recipient,TX,17012579,Saginaw Elementary School ,School,Charter School;New Construction School;Public School;,7855 OLD DECATUR RD,SAGINAW,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012580,Fort Worth- Saginaw High School,School,Charter School;New Construction School;Public School;,Southwest Corner of Hwy 287 & Bonds Ranch Rd,Fort Worth,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012584,East Fort Worth Elementary School,School,Charter School;New Construction School;Public School;,5901 BOCA RATON BLVD,FORT WORTH,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012585,Lancaster Elementary School ,School,Charter School;New Construction School;Public School;,1900 W. Pleasant Run Rd,Lancaster,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012588,Houston Windmill Lakes Elementary ,School,Charter School;New Construction School;Public School;,9898 WINDMILL LAKES BLVD,HOUSTON,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012591,KatyWestPark High School ,School,Charter School;New Construction School;Public School;,Southeast Corner of Beechnut Rd & Ashton Brook Lane,Richmond,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17012596,Livingston HS Academy,School,Public School;,400 FM 350 S,LIVINGSTON,TX,141254,LIVINGSTON INDEP SCHOOL DIST,School District,Public School District;,District,969637
recipient,TX,17012628,Middle School #6,School,New Construction School;Public School;,370 Hubertus Rd,Schertz,TX,141517,COMAL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969197
recipient,TX,17012629,Middle School # 7,School,New Construction School;Public School;,Corner of E. Borgfeld Drive & Shawnee Pass Street,San Antonio,TX,141517,COMAL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969197
recipient,TX,17012639,YES PREP School 17,School,Public School;,5815 Airline Drive,Houston,TX,223028,YES PREP SOUTHEAST,School District,Charter School District;Public School District;,OtherLocation,1053584
recipient,TX,17012694,LAGO VISTA INTERMEDIATE SCHOOL,School,Public School;,20801 FM 1431,LAGO VISTA,TX,141721,LAGO VISTA INDEP SCH DISTRICT,School District,Public School District;,District,969596
recipient,TX,17012714,A.W. BROWN PLEASANT RUN CAMPUS,School,Public School;,211 E PLEASANT RUN RD,DESOTO,TX,17002366,A.W. BROWN FELLOWSHIP CHARTER SCHOOL DISTRICT,School District,Charter School District;Public School District;,OtherLocation,1076329
recipient,TX,17012717,LIBERTY-EYLAU ELEMENTARY SCHOOL,School,New Construction School;Public School;,5492 US HIGHWAY 59 S,TEXARKANA,TX,140635,LIBERTY-EYLAU INDEP SCH DIST,School District,Public School District;,District,969625
recipient,TX,17012771,Marfa Schools,School,Public School;,400 West Lincolin Street,Marfa,TX,142099,MARFA INDEP SCHOOL DISTRICT,School District,Public School District;,District,969677
recipient,TX,17012775,New Acton Elementary,School,Public School;,7095 W WHEATLAND RD,DALLAS,TX,140506,DUNCANVILLE INDEP SCHOOL DIST,School District,Public School District;,District,969293
recipient,TX,17012781,ARLINGTON COLLEGIATE HS AT TCC-SE,School,Public School;,2224 SOUTHEAST PKWY,ARLINGTON,TX,140841,ARLINGTON INDEP SCHOOL DIST,School District,Public School District;,District,969005
recipient,TX,17012812,Jenny Preston Elemetary,School,New Construction School;Public School;,2455 Hillard Drive,Allen,TX,140445,ALLEN INDEP SCHOOL DISTRICT,School District,Public School District;,District,968979
recipient,TX,17012860, Texhoma Elementary School,School,Public School;,4th and Denver Streets,Texhoma,TX,140028,TEXHOMA INDEPENDENT SCH DIST,School District,Public School District;,District,970105
recipient,TX,17012880,Waxahachie High School West,School,New Construction School;Public School;,3001 US Hwy 287 Bypass,Waxahachie,TX,140530,WAXAHACHIE INDEP SCHOOL DIST,School District,Public School District;,District,970171
recipient,TX,17012886,Victory Place @ Coppell,School,Public School;,550 N DENTON TAP RD,COPPELL,TX,140450,COPPELL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969213
