postal_cd,ben,name,org_address1,org_address2,org_city,org_state,org_zipcode,organization_entity_type_name,location.coordinates
KY,17012900,PARIS ATHLETIC TRAINING FACILITY ,401 HOUSTON AVE ,,PARIS ,KY,40361,Non-Instructional Facility (NIF),
LA,17012255,EBR-NTG Disaster Site #2,7127 Florida Blvd,,Baton Rouge,LA,70806,Non-Instructional Facility (NIF),
LA,17012037,Southside High School ,312 Almonaster,,Youngsville,LA,70592,School,
LA,17012036,Edward J. Sam Accelerated School ,200 18TH ST,,LAFAYETTE,LA,70501,School,
LA,17013362,Einstein Charter High School at Sarah Towels Reed,5316 MICHOUD BLVD,,NEW ORLEANS,LA,70129,School,
LA,17012951,AmiKids,3860 Hutchinson,,Shreveport,LA,71109,School,
LA,17012973,Professional Learning Center (PLC),4101 Hwy 308 S,,Raceland,LA,70394,Non-Instructional Facility (NIF),
LA,17012950,Caddo Virtual Academy,5950 Union Avenue,,Shreveport,LA,71108,School,
LA,17013061,University Parkway Building,3707 University Parkway,,Natchitoches,LA,71457,Non-Instructional Facility (NIF),
LA,17013646,Natchitoches Magnet School,800 KOONCE ST,,NATCHITOCHES,LA,71457,School,
LA,17012972,IT Annex,801 E 7th St. ,,Thibodeaux,LA,70301,Non-Instructional Facility (NIF),
LA,17013368,Einstein Charter Sherwood Forest,4801 MAID MARION DR,,NEW ORLEANS,LA,70128,School,
LA,17012974,KIPP Booker T. Washington,2514 3RD ST,,NEW ORLEANS,LA,70113,School,
LA,81167,ROSENWALD CONTINUING ED CENTER,2611 DAYTON ST,,BATON ROUGE,LA,70805,School,
LA,17012879,New School #2,3520 GENERAL DEGAULLE DR STE 4040,,NEW ORLEANS,LA,70114,School,
LA,17012254,EBR Transportation,6013 Choctaw Drive,,Baton Rouge,LA,70805,Non-Instructional Facility (NIF),
LA,17012877,New School #1,1651 N TONTI ST,,NEW ORLEANS,LA,70119,School,
LA,17008804,PATHWAYS IN EDUCATION - NORTH MARKET,1900 N MARKET,,SHREVEPORT,LA,71107,School,
LA,17012256,EBR-WBRHRosedale Site,2777 Rosedale Road,,Port Allen,LA,70767,Non-Instructional Facility (NIF),
LA,17011566,Monroe City Schools Media Center,2009 Auburn Avenue,,Monroe ,LA,71201,Non-Instructional Facility (NIF),
LA,17012863, IRC BUILDING,1022 South Foster,,Baton Rouge,LA,70806,Non-Instructional Facility (NIF),
LA,17012990,Rapides Academy for Advanced Academics and Virtual Learning,4645 LINCOLN RD,,ALEXANDRIA,LA,71302,School,
LA,17012947,North Caddo Elementary middle school,100 West Kentucky,,Vivian,LA,71082,School,
LA,17012534,Bunche School,8101 SIMON ST,,METAIRIE,LA,70003,School,
LA,17012647,Wyandotte Center,2525 WYANDOTTE ST,,BATON ROUGE,LA,70805,School,
LA,17012699,Madison Parish Training Facility,600 Bayou Drive,,Tallulah,LA,71282,Non-Instructional Facility (NIF),
LA,17011424,North Highland Admin Building,3875 Byron Avenue,,Baton Rouge,LA,70805,Non-Instructional Facility (NIF),
LA,17011568,Monroe City Schools Maintenance Department,2103B Roselawn Avenue,,Monroe,LA,71201,Non-Instructional Facility (NIF),
LA,17012939,Ardendale Technical Education Center,1000 LOBDELL BLVD,,BATON ROUGE,LA,70806,School,
LA,17011567,Monroe City Schools Child Nutrition Program,2103A Roselawn Avenue,,Monroe,LA,71201,Non-Instructional Facility (NIF),
MA,17009976,Prescott Administration Building,145 Main St.,,GROTON,MA,1450,Non-Instructional Facility (NIF),
MA,120206,LEVI HEYWOOD MEMORIAL LIBRARY,55 West Lynde St.,,GARDNER,MA,1440,Library,
MA,17012904,Professional Development Center ,1250 ST. James Ave.,,Springfield ,MA,1104,Non-Instructional Facility (NIF),
MA,120050,LEVERETT LIBRARY,75 MONTAGUE RD,,LEVERETT,MA,1054,Library,
MA,17014578,EDCO Youth Alternative - Iterim,36 MIDDLESEX TPKE,,BEDFORD,MA,1730,School,
MA,120082,WEST SPRINGFIELD PUB LIBRARY,200 PARK ST,,W SPRINGFIELD,MA,1089,Library,
MA,120128,NORTH ADAMS PUBLIC LIBRARY,74 CHURCH ST,,NORTH ADAMS,MA,1247,Library,
MA,17013540,BROOKE MATTAPAN,150 AMERICAN LEGION HWY,,DORCHESTER CENTER,MA,2124,School,
MA,17012455,Argosy Collegiate Charter High School,240 DOVER ST,,FALL RIVER,MA,2721,School,
MA,17013474,Phoenix Academy Network Administrative Office,"60 Canal Street, 4th Floor",,Boston,MA,2114,Non-Instructional Facility (NIF),
MA,17013599,Admin House,112 Lowder St.,,Dedham,MA,2026,Non-Instructional Facility (NIF),
MA,120034,GRANBY FREE PUBLIC LIBRARY,1 LIBRARY LN,,GRANBY,MA,1033,Library,
MA,120142,WEST STOCKBRIDGE PUBLIC LIB,21 STATE LINE RD,,W STOCKBRIDGE,MA,1266,Library,
MA,17012961,KING ELEMENTRY SCHOOL ,454 WATER ST,,FRAMINGHAM,MA,1701,School,
MA,16033797,LAWRENCE HIGH SCHOOL,70-71 NORTH PARISH ROAD,,LAWRENCE,MA,1843,School,
MA,120221,BOYNTON PUBLIC LIBRARY,27 BOYNTON RD,,TEMPLETON,MA,1468,Library,
MA,120076,WARREN PUBLIC LIBRARY,MAIN ST,,WARREN,MA,1083,Library,
MA,120273,PRINCETON PUBLIC LIBRARY,2 TOWN HALL DR,,PRINCETON,MA,1541,Library,
MA,17002986,KIPP Boston Elementary,50 POYDRAS ST,,HYDE PARK,MA,2136,School,
MA,120029,EAST LONGMEADOW PUBLIC LIBRARY,60 CENTER SQ,,E LONGMEADOW,MA,1028,Library,
MA,120171,DICKINSON MEMORIAL LIBRARY,115 MAIN ST,,NORTHFIELD,MA,1360,Library,
MA,120175,PETERSHAM MEMORIAL LIBRARY,23 COMMON ST,,PETERSHAM,MA,1366,Library,
MA,120010,CLAPP MEMORIAL LIBRARY,19 S MAIN ST,,BELCHERTOWN,MA,1007,Library,
MA,120182,SHELBURNE FREE PUB LIBRARY,233 SHELBURNE CENTER RD,,SHELBURNE FLS,MA,1370,Library,
MA,120123,FLORIDA FREE PUBLIC LIBRARY,56 N COUNTY RD,,FLORIDA,MA,1247,Library,
MA,17012859,LYNNFIELD SCHOOLS CENTRAL OFFICE ,525 SALEM ST,,LYNNFIELD,MA,1940,Non-Instructional Facility (NIF),
MA,17014579,EDCO Youth Alternative - West,36 MIDDLESEX TPKE,,BEDFORD,MA,1730,School,
MA,120216,LUNENBURG PUBLIC LIBRARY,1023 MASSACHUSETTS AVE,,LUNENBURG,MA,1462,Library,
MA,17014577,EDCO Partners Program,115 GREENOUGH ST,,BROOKLINE,MA,2445,School,
MA,120066,M N SPEAR MEMORIAL LIBRARY,10 COOLEYVILLE RD,,SHUTESBURY,MA,1072,Library,
MA,17014572,North Crossing Therapeutic Day School,36 MIDDLESEX TPKE,,BEDFORD,MA,1730,School,
MA,120152,ATHOL PUBLIC LIBRARY,568 MAIN ST,,ATHOL,MA,1331,Library,
MA,17013165,DUXBURY MIDDLE SCHOOL,71 ALDEN ST,,DUXBURY,MA,2332,School,
MA,17014575,EDCO 45-Day Assessment Program,36 MIDDLESEX TPKE,,BEDFORD,MA,1730,School,
MA,120298,MERRIAM GILBERT PUBLIC LIBRARY,3 W MAIN ST,,WEST BROOKFIELD,MA,1585,Library,
MA,120087,MEEKINS LIBRARY,2 WILLIAMS ST,,WILLIAMSBURG,MA,1096,Library,
MA,17012817,Central Berkshire Central Office,254 Hinsdale Road,,Dalton,MA,1226,Non-Instructional Facility (NIF),
MA,120120,NEW MARLBOROUGH TOWN LIBRARY,1 MILL RIVER -GREAT BARRINGTON ROAD,,MILL RIVER ,MA,1244,Library,
MA,120243,EAST BROOKFIELD PUBLIC LIBRARY,122 CONNIE MACK DR,,E BROOKFIELD,MA,1515,Library,
MD,17013086,International High School at Largo,505 LARGO RD,,LARGO,MD,20774,School,
MD,17013480,Pecos Connections Academy,2212 PRIMROSE ST,,CARLSBAD,NM,88220,School,
MD,17013477,Reach Cyber Charter School,750 E PARK DR STE 204,,HARRISBURG,PA,17111,School,
MD,17012039,ENGLISH MANOR,4511 BESTOR DRIVE,,ROCKVILLE,MD,20853,Non-Instructional Facility (NIF),
MD,17013381,LINCOLN CENTER MATERIALS MANAGEMENT,580 NORTH STONESTREET AVE.,,ROCKVILLE,MD,20850,Non-Instructional Facility (NIF),
MD,17013473,"  Arkansas Connections Academy		 ",1009 BEAU TERRE DR BLDG O,,BENTONVILLE,AR,72712,School,
MD,17012868,New School #42,10910 STATE ROUTE 108,,ELLICOTT CITY,MD,21042,School,
MD,17013032,Tangram School,8824-8832 Orchard Tree Lane,,Towson,MD,21286,School,
MD,17013380,SHADY GROVE DEPOT-Maintenance,8401 TURKEY THICKET DRIVE,,GAITHERSBURG,MD,20877,Non-Instructional Facility (NIF),
MD,17012011, Silver Creek Middle School,3701 Saul Road,,Kensington,MD,20895,School,
ME,17012101,READFIELD ELEMENTARY SCHOOL,SOUTH ROAD ,,READFIELD,ME,4355,School,
ME,3922,FRANK JEWETT ALTERNATIVE MIDDLE/HIGH SCHOOL,912 Long Plains Road,,BUXTON,ME,4093,School,
ME,17012276,Valley Rivers Middle School,84 Pleasant Street,,Fort Kent,ME,4743,School,
ME,17003760,Harpswell Coastal Academy-Highschool,8 Leavitt Dr,,BRUNSWICK,ME,4011,School,
ME,17011992,MARANACOOK COMMUNITY SCHOOL,RT 17 ,,READFIELD,ME,4355,School,
ME,17011584,Blue Hill Harbor School,57 South St,,Blue Hill,ME,4614,School,
ME,17011569,FIDDLEHEAD SCHOOL OF ARTS AND SCIENCES,25 SHAKER RD,,GRAY,ME,4039,School,
ME,17012103,MOUNT VERNON ELEMENTARY SCHOOL,RR 1 BOX 3520 ,,MOUNT VERNON,ME,4352,School,
MI,17012767,Administration Building,1220 Howard St. ,,Kalamazoo,MI,49008,Non-Instructional Facility (NIF),
MI,56265,BAISD Local Programs,4228 Two Mile Road,,BAY CITY,MI,48706,School,
MI,17013432,DEXTER ALTERNATIVE SCHOOL,7714 ANN ARBOR ST,,DEXTER,MI,48130,School,
MI,17012856,HUDSON ALTERNATIVE HIGHSCHOOL,771 N MAPLE GROVE AVE,,HUDSON,MI,49247,School,
MI,58141,RIDGEMOOR PARK MONTESSORI,2555 INVERNESS RD SE,,GRAND RAPIDS,MI,49546,School,
MI,17013513,SCHOFIELD ELEMENTARY SCHOOL,21555 WARNER AVENUE,,WARREN,MI,48091,School,
MI,56323,DETENTION CENTER,520 HAMPTON RD,,ESSEXVILLE,MI,48732,School,
MI,17012573,GALESBURG-AUGUSTA ALTERNATIVE EDUCATION,1076 N 37TH ST,,GALESBURG,MI,49053,School,
MI,17013294,Monroe County Youth Center,3600 S CUSTER RD,,MONROE,MI,48161,School,
MI,16032003,MILAN ALTERNATIVE HIGH SCHOOL,13163 SANFORD ROAD,,MILAN,MI,48160,School,
MI,17012363,RIVERSIDE MIDDLE SCHOOL,7050 PINEHURST ST,,DEARBORN,MI,48126,School,
MI,17012964,Wyoming Regional Center,3600 BYRON CENTER AVE SW,,WYOMING,MI,49519,School,
MI,17013079,Manistee Harbor Academy,525 12th Street,,Manistee,MI,49660,School,
MI,17011779,Downriver Virtual Academy,27225 West Outer Dr,,Ecorse,MI,48229,School,
MI,17012908,EAU CLAIRE MIDDLE SCHOOL,7450 HOCHBERGER RD,,EAU CLAIRE,MI,49111,School,
MI,17012768,Facilities Management ,600 West Vine St. ,,Kalamazoo,MI,49008,Non-Instructional Facility (NIF),
MI,17012018,William A Pearson Elementary,57900 11 MILE RD,,SOUTH LYON,MI,48178,School,
MI,17012483,WPAS Transportation Bldg,5925 Mills Road,,Whittemore,MI,48756,Non-Instructional Facility (NIF),
MI,17012940,W-A-Y NILES,111 SPRUCE STREET,,NILES,MI,49120,School,
MI,17012944,Administration Building ,600 school drive ,,Plainwell ,MI,49080,Non-Instructional Facility (NIF),
MI,17012330,Kent District Library Service Center,814 West River Center Dr. NE ,,Comstock Park,MI,49321,Non-Instructional Facility (NIF),
MI,17013282,Regional Center for Agriscience and Career Advancement,5479 W 72ND ST,,FREMONT,MI,49412,School,
MI,17013172,West Shore ESD Career and Technical Ed,3000 North Stiles Rd,,Scottville,MI,49454,Non-Instructional Facility (NIF),
MI,17012554,Peak Charter Academy,1601 Orchard Villas Ave,,Apex,NC,27523,School,
MI,17011342,LAPEER DISTRICT LIBRARY ADMINISTRATION ,201 VILLAGE WEST DR,,LAPEER,MI,48446,Non-Instructional Facility (NIF),
MI,16085362,CAREER AND EARLY COLLEGE ACADEMY,125 VETERANS BLVD,,SOUTH HAVEN,MI,49090,School,
MI,17012803,Flat Rock Academic Virtual Academy,25600 SENECA ST,,FLAT ROCK,MI,48134,School,
MN,17011631,NLC ISD 361 ALC Prog,1201 13th Avenue South,P.O Box 1286,Virginia,MN,55792,School,
MN,17009722,HILLTOP HEADSTART,3203 68TH ST E,,INVER GROVE HEIGHTS,MN,55076,School,
MN,17013415,Minneapolis Academy & Career Center,800 W BROADWAY AVE,,MINNEAPOLIS,MN,55411,School,
MN,17013712,Otsego E8,12200 80TH ST NE,,OTSEGO,MN,55330,School,
MN,17011896,Pride Transitions ,15 1st ave south suite 4,,Buffalo,MN,55313,School,
MN,17011832,Cooperative Area Learning Program,4629 144TH ST W,,APPLE VALLEY,MN,55124,School,
MN,17013338,LAKELAND ELEMENTARY,1001 LAKELAND DR SE,,WILLMAR,MN,56201,School,
MN,17011898,PLACE,13000 RAVINE PARKWAY S ,,COTTAGE GROVE,MN,55016,School,
MN,17013410,Saint Academy,4111 Ambassador Boulevard NW St,,St Francis,MN,55070,School,
MN,17013508,Continuation,851 BELSLY BLVD,,MOORHEAD,MN,56560,School,
MN,17011897,NEXT STEP TRANSITION PROGRAM,7155 80TH ST S,,COTTAGE GROVE,MN,55016,School,
MN,17013167,SIVERSON PUBLIC LIBRARY HENDRICKS,100 W GARFIELD ST,,HENDRICKS,MN,56136,Library,
MN,17011761,HIGHVIEW INDEPENDENT STUDY,2400 SANDBURG LN,,GOLDEN VALLEY,MN,55427,School,
MN,17011655,Lynd Public School,106 SAINT ALBANS ST,,LYND,MN,56157,School,
MN,203950,HIBBING ALTERNATIVE LEARNING CENTER,800 E 21ST STREET,,HIBBING,MN,55746,School,
MN,17013360,Red Rock Ridge-SUN,68 10th st,,Windom,MN,56101,School,
MN,17011632,NLC NSEC Trans Prog,1201 13th Avenue South,PO Box 1286,Virginia ,MN,55792,School,
MN,17011476,STAARS,215 RAMSEY ST,,HASTINGS,MN,55033,School,
MN,64577,PILGRIM LANE ELEMENTARY SCHOOL,3725 PILGRIM LN N,,MINNEAPOLIS,MN,55441,School,
MN,17011759,EARLY CHILDHOOD CENTER,8301 47TH AVE N,,NEW HOPE,MN,55428,School,
MN,17013129,OWATONNA ECSE ,338 E MAIN ST,,OWATONNA,MN,55060,School,
MN,17009303,MVAC HS Admin,706 North Victory Dr.,,Mankato,MN,56001,Non-Instructional Facility (NIF),
MN,17013242,LAKETOWN ELEMENTARY,960 AIRPORT RD,,WACONIA,MN,55387,School,
MN,17011763,ROBBINSDALE SHARED TIME,4148 WINNETKA AVE N,,NEW HOPE,MN,55427,School,
MN,17011633,NLC Day Treatment,1201 13th Avenue South,PO Box 1286,Virginia,MN,55792,School,
MN,17012634,Office of Teaching and Learning,345 Plato Blvd.,,St Paul,MN,55107,Non-Instructional Facility (NIF),
MN,17011760,ADULT ACADEMICS,305 WILLOW BND,,CRYSTAL,MN,55428,School,
MN,64476,SANDBURG MIDDLE SCHOOL,2400 SANDBURG LN,,GOLDEN VALLEY,MN,55427,School,
MN,17013130,OWATONNA DISTRICT OFFICE,515 W Bridge ST ,,Owatonna ,MN,55060,Non-Instructional Facility (NIF),
MN,17012056,Hastings Early Child Special Ed,310 RIVER ST,,HASTINGS,MN,55033,School,
MN,17010846,Willmar Education and Arts Center,611 5th Street SW,,Willmar,MN,56201,Non-Instructional Facility (NIF),
MN,189422,ECSE INCLUSION,738 UNIVERSITY AVE W,,SAINT PAUL,MN,55104,School,
MO,17012687,Lead Innovation Studio HS,10150 N Ambassador Dr.,,Kansas City,MO,64153,School,
MO,17010675,Park Hill Internet POP-Data Center,1102 Grand,,Kansas City,MO,64108,Non-Instructional Facility (NIF),
MO,17012525,Hwy Z Elementary School ,1850 HIGHWAY Z,,WENTZVILLE,MO,63385,School,
MO,17007504,Gateway Science Academy of St. Louis - Administration,6025 Chippewa Street,,St. Louis,MO,63109,Non-Instructional Facility (NIF),
MO,17012742,Affton Early Childhood,9832 REAVIS RD,,AFFTON,MO,63123,School,
MO,17012785,LEETON EARLY CHILDHOOD CENTER,500 N MAIN ST,,LEETON,MO,64761,School,
MO,17012523,Golden Gate Elementary School ,100 GOLDEN GATE PKWY,,FORISTELL,MO,63348,School,
MO,17011489,Early Education Center,1005 WATERFORD DR,,FLORISSANT,MO,63033,School,
MO,17008965,BRENTWOOD ADMINISTRATION BUILDING,1201 HANLEY INDUSTRIAL CT,,BRENTWOOD,MO,63144,Non-Instructional Facility (NIF),
MO,17013603,Grain Valley School District Administrative Office,31606 NE Pink Hill Road,,Grain Valley,MO,64029,Non-Instructional Facility (NIF),
MO,17013604,Grain Valley School District Transportation Center,105 NW Sni-A-Bar Parkway,,Grain Valley,MO,64029,Non-Instructional Facility (NIF),
MO,16073003,EPWORTH - NORMANDY,7520 NATURAL BRIDGE RD,,NORMANDY,MO,63121,School,
MS,233103,NORTH PONTOTOC MIDDLE SCHOOL,8234 HWY 15 NORTH,,ECRU,MS,38841,School,
MS,17013148,D.M. SMITH ELEMENTARY,715 S MARTIN LUTHER KING DR,,CLEVELAND,MS,38732,School,
MS,17013113,Bogue Homa Resource Center,94 McFarland Road,,Heidelberg,MS,39439,Non-Instructional Facility (NIF),
MS,17013145,CLEVELAND CENTRAL MIDDLE SCHOOL,601 LUCY SEABERRY BLVD,,CLEVELAND,MS,38732,School,
MS,17012959,GEORGE COUNTY LEAD ACADEMY,689 CHURCH ST,,LUCEDALE,MS,39452,School,
MS,17012769,BILOXI JUNIOR HIGH SCHOOL,1421 JAM LANE  BILOXI,,BILOXI,MS,39532,School,
MS,17013187,GREENE COUNTY maintanence Shop,528 Oak STREET,,Leaksville,MS,39451,Non-Instructional Facility (NIF),
MS,17011638,Pearl Upper Elementary,400 TREASURE CV,,PEARL,MS,39208,School,
MS,17013143,CLEVELAND CENTRAL HIGH SCHOOL,300 W SUNFLOWER RD,,CLEVELAND,MS,38732,School,
MS,17012491,Lowndes County Career Technology Center ,1085 N LEHMBERG RD,,COLUMBUS,MS,39702,School,
MS,17013306,Choctaw Virtual Learning Center,390 Industrial Road,,Choctaw,MS,39350,School,
MS,43074,TISHOMINGO CO VOC-TECH CENTER,1421 Hwy 25 N,,TISHOMINGO,MS,38873,School,
MS,17013296,BALDWYN VOCATIONAL TRAINING SCHOOL ,120 Vandiver Street,,BALDWYN,MS,38824,School,
MS,17013364,TISHOMINGO ALTERNATIVE SCHOOL,34A MONROE ST,,TISHOMINGO,MS,38873,School,
MS,17012166,FabLab Jackson County,10208 HIGHWAY 57,,VANCLEAVE,MS,39565,School,
MS,17013114,Crystal Ridge Resource Center,82 Indian Road,,Louisville,MS,39339,Non-Instructional Facility (NIF),
MS,17012958,GEORGE COUNTY ALTERNATIVE SCHOOL,330 CHURCH ST,,LUCEDALE,MS,39452,School,
MS,17013365,TISHOMINGO TECHNOLOGY OFFICE,1419 Highway 25 North,,Tishomingo,MS,38873,Non-Instructional Facility (NIF),
MT,17012921,The Admin Building ,529 5th St.,,Brockton ,MT,59213,Non-Instructional Facility (NIF),
MT,17013694,Bus Barn,15 Mountian View Drive,,Ennis,MT,59729,Non-Instructional Facility (NIF),
MT,17013133,THE BUS BARN ,7850 BUS BARN RD,,SHEPARD,MT,59079,Non-Instructional Facility (NIF),
MT,17011870,Administrative Building ,11 SECOND AVE SW ,,PARK CITY ,MT,59063,Non-Instructional Facility (NIF),
MT,17014784,SPRING CREEK SD 1 & 17,LAKESHORE DR,,DECKER,MT,59025,School,
MT,17013698,New Building,Circle F Trail,,Bozeman,MT,59718,Non-Instructional Facility (NIF),
MT,17013136,FRED MOODRY INTERMEDIATE SCHOOL,219 E 3RD ST,,ANACONDA,MT,59711,School,
MT,17013697,Bus Barn,100 E Laurel Ave,,Plentywood,MT,59254,Non-Instructional Facility (NIF),
MT,17012712,KALISPELL SOUTH ELEM SCHOOL,2155 AIRPORT RD,,KALISPELL,MT,59901,School,
MT,17001563,Miles City Unified School District 1 Administration Building,1604 Main Street,,Miles City,MT,59301,Non-Instructional Facility (NIF),
MT,67558,UTTERBACK 4-6 SCHOOL,24 2nd Ave SW,,CONRAD,MT,59425,School,
MT,17014875,GARRISON SCHOOL,33 SCHOOL HOUSE RD,,GARRISON,MT,59731,School,
MT,17013335,Custodial Shop,506 2nd Ave SW,,White Sulfur Springs,MT,59645,Non-Instructional Facility (NIF),
MT,17011397,Libby Library,220 W 6TH ST,,Libby,MT,59923,Library,
NC,17013071,eLearning,800 EVERETT PL,,CHARLOTTE,NC,28205,School,
NC,17012268,RIVER BEND MIDDLE SCHOOL,6620 Perry Creek Road,,Raleigh,NC,27616,School,
NC,17001253,KIPP HALIFAX COLLEGE PREPARATORY,424 WASHINGTON ST,,ROANOKE RAPIDS,NC,27870,School,
NC,17011505,Renaissance West,3241 NEW RENAISSANCE WAY,,CHARLOTTE,NC,28208,School,
NC,16072417,THOMAS ACADEMY,400 FLEMINGTON DR,,LAKE WACCAMAW,NC,28450,School,
NC,17012267,ROGERS LANE ELEMENTARY SCHOOL,201 N. Rogers Lane,,Raleigh,NC,27610,School,
NC,17013591,ANGIER CENTER,143 FISH DR,,ANGIER,NC,27501,School,
NC,17012269,NORTH WAKE COLLEGE AND CAREER ACADEMY,931 Durham Road,,Wake Forest,NC,27587,School,
NC,17010292,CROSSROADS FLEX HIGH SCHOOL,5651 DILLARD DR,,CARY,NC,27518,School,
NC,17012713,Secondary Montessori School,2400 CARMINE ST,,CHARLOTTE,NC,28206,School,
NC,17012266,HORTONS CREEK ELEMENTARY SCHOOL,2374 Yates Store Road,,Cary,NC,27519,School,
NC,17011749,Elementary C,500 Scott King Road,,Durham,NC,27713,School,
NC,17011572,HOT SPRINGS BRANCH LIBRARY (new),170 BRIDGE ST,,HOT SPRINGS,NC,28743,Library,
NC,17013123,Clay County Schools Central Office,154 Yellow Jacket Dr.,,Hayesville,NC,28904,Non-Instructional Facility (NIF),
NC,17011883,Merancas Middle College,11930 VERHOEFF DR,,HUNTERSVILLE,NC,28078,School,
NC,17013595,NEWTON GROVE CENTER,3201 EASY ST,,DUNN,NC,28334,School,
NC,17012946,Hawks Nest Steam Academy,3430 ROBINWOOD RD,,GASTONIA,NC,28054,School,
NC,17013592,HENDERSONVILLE CENTER,2 SUGAR HILL DR,,HENDERSONVILLE,NC,28792,School,
NC,17012275,SWIFT CREEK MIDDLE SCHOOL,325 Norris Road,,Clayton,NC,27520,School,
NC,17012716,JM Alexander Admin,12201 Hambright Road,,Huntersville,NC,28078,Non-Instructional Facility (NIF),
NC,17013594,WHITEVILLE CENTER,84 AO INMAN LN,,WHITEVILLE,NC,28472,School,
NC,17013221,SOUTH EAST AREA TECHNICAL HIGH SCHOOL,4500 BLUE CLAY RD,,CASTLE HAYNE,NC,28429,School,
NC,17013420,Salisbury-Rowan  Davidson County Office,317 Talbert Blvd.,,Lexington,NC,27292,Non-Instructional Facility (NIF),
NC,17013070,University Area Computer Coding Magnet,8601 OLD CONCORD RD,,CHARLOTTE,NC,28213,School,
NC,17012038,Madison County Admin Office,5707 U.S. 25,,Marshall,NC,28753,Non-Instructional Facility (NIF),
NC,17011750,Whitted School,200 East Umstead Street,,Durham,NC,27707,School,
ND,134336,LISBON PUBLIC LIBRARY,PO BOX 569,,LISBON,ND,58054,Library,
ND,17011680,FORMAN PUBLIC LIBRARY,347 Main Street,,Forman,ND,58032,Library,
ND,134569,MCLEAN-MERCER REGIONAL LIBRARY,PO BOX 505,,RIVERDALE,ND,58565,Library,
ND,134316,Casselton Public Library,122 2nd Ave N,,Casselton,ND,58012,Library,
ND,66840,EDGELEY PUBLIC LIBRARY,PO BOX 218,,EDGELEY,ND,58433,Library,
ND,134480,ELLENDALE PUBLIC LIBRARY,HIGHWAY 28 AND FIRST AVE,,ELLENDALE,ND,58436,Library,
ND,66933,GARRISON PUBLIC LIBRARY,32 S MAIN ST,,GARRISON,ND,58540,Library,
ND,17011715,KINDRED PUBLIC LIBRARY,330 ELM ST,,KINDRED,ND,58051,Library,
ND,134382,CARNEGIE REGIONAL LIBRARY,630 GRIGGS AVE,,GRAFTON,ND,58237,Library,
ND,17013685,MOTT-REGENT PUBLIC SCHOOL BUS BARN,601 1ST. STREET E ,,MOTT,ND,58646,Non-Instructional Facility (NIF),
ND,134619,NEW ENGLAND PUBLIC LIBRARY,PO BOX 266,,NEW ENGLAND,ND,58647,Library,
NE,17012898,CHASE COUNTY MIDDLE SCHOOL,520 EAST 9TH ST,,IMPERIAL,NE,69033,School,
NE,17012901,West Boyd Middle School,106 East Greig St. ,,Spencer ,NE,68777,School,
NE,17013606,Bus Barn,202 Daniels Ave.,,Hayes Center,NE,69032,Non-Instructional Facility (NIF),
NE,17013607,Football Fieldhouse,406 Daniels Ave,,Hayes Center,NE,69032,Non-Instructional Facility (NIF),
NE,17013037,Bennington Public Schools Warehouse,11121 N. 168th Street,,Bennington,NE,68007,Non-Instructional Facility (NIF),
NE,17013064,Bennington Middle School,11201 N 168TH ST,,Bennington,NE,68007,School,
NE,17012547,HATC Alternative Education Center ,2620 College Park,,Scottsbluff,NE,69361,Non-Instructional Facility (NIF),
NE,17012780,The Early Childhood Center,214 East Charles Street,,Morrill ,NE,69358,Non-Instructional Facility (NIF),
NE,17012899,Eastward Elementary ,600 J Street ,,Neligh,NE,68756,School,
NE,17012874,Verdigre Middle School,201 S 3rd St.,,Verdigre,NE,68783,School,
NH,17012158,Middleton Elementary School,116 KINGS HWY,,MIDDLETON,NH,3887,School,
NH,3730,ROLLINSFORD GRADE SCHOOL,487 LOCUST ST,,ROLLINSFORD,NH,3869,School,
NH,17013597,Bedford School Maintenance Building,176 County Road,,Bedford,NH,3110,Non-Instructional Facility (NIF),
NH,17013596,SAU Administration Office,103 County Road,,Bedford,NH,3110,Non-Instructional Facility (NIF),
NH,17010317,David W. Sherburne Gym,542 Road 11 ,,Sunapee,NH,3782,Non-Instructional Facility (NIF),
NJ,17011974, KIPP Whittier Middle School ,740 Chestnut Street,,Camden,NJ,8103,School,
NJ,17013146,Educational Services Commission of New Jersey - Business Offices,1660 Stelton Road,,Piscataway,NJ,8854,Non-Instructional Facility (NIF),
NJ,17012653,BUS GARAGE,1 River Road,,Denville,NJ,7834,Non-Instructional Facility (NIF),
NJ,17013011,Journey High School,1075 EDWARD ST,,LINDEN,NJ,7036,School,
NJ,17012509,GATEWAY- Ventnor Head Start,400 N. Lafayette Ave.,,Ventnor,NJ,8406,School,
NJ,17001862,Patricia M. Noonan Elementary School,Laidlaw Ave. & Sumit Ave ,,Jersey City,NJ,7306,School,
NJ,17011959,Transportation Office,9 Swift Drive,,Egg Harbor Township,NJ,8234,Non-Instructional Facility (NIF),
NJ,17011704,Urban Early College Network (Bridgescape Dayton),3237 W Siebenthaler Avenue,,Dayton,OH,45406,School,
NJ,16054091,WOODBINE CENTER (HS & EHS),406 MONROE AVENUE,,WOODBINE,NJ,8270,School,
NJ,17010742,ADMINISTRATION OFFICE,2 Tree Farm Rd.,"Building 1, Suite B-100",Pennington,NJ,8534,Non-Instructional Facility (NIF),
NJ,17012883,"THE LEAGUERS, INC., Metropolitan ",164 Springfield Avenue ,,Newark,NJ,7102,School,
